position	mean_phred_score	sample	read_pair	stage
27	32.28842811682658	6C	2	cleaned
32	31.199401541953897	6C	2	cleaned
37	30.595496366987284	6C	2	cleaned
42	31.196806124646724	6C	2	cleaned
47	32.09920715488698	6C	2	cleaned
52	32.20429798719597	6C	2	cleaned
57	31.991740699932073	6C	2	cleaned
62	32.79608976903462	6C	2	cleaned
67	31.968503291800165	6C	2	cleaned
72	32.95534370259599	6C	2	cleaned
77	32.3261313610537	6C	2	cleaned
82	33.022802578068834	6C	2	cleaned
87	33.46189968787867	6C	2	cleaned
92	31.342463072703413	6C	2	cleaned
97	31.703737725931074	6C	2	cleaned
102	33.536582389068315	6C	2	cleaned
107	32.589083776197484	6C	2	cleaned
112	30.9382989838943	6C	2	cleaned
117	29.143320241111933	6C	2	cleaned
122	28.661232687804805	6C	2	cleaned
127	29.75974589360934	6C	2	cleaned
132	28.617129140536758	6C	2	cleaned
137	28.905585078387084	6C	2	cleaned
142	27.699608078743147	6C	2	cleaned
147	27.522454911598533	6C	2	cleaned
150	27.250399410185977	6C	2	cleaned
1	37.060014710093924	SS1	1	cleaned
2	41.03825149809789	SS1	1	cleaned
3	41.64242981122113	SS1	1	cleaned
4	41.93760771474068	SS1	1	cleaned
5	33.529925200582746	SS1	1	cleaned
6	30.4402173999899	SS1	1	cleaned
7	30.15290159379461	SS1	1	cleaned
8	29.799967573707885	SS1	1	cleaned
9	37.481810572121894	SS1	1	cleaned
12	38.20270059952682	SS1	1	cleaned
17	33.99966016480694	SS1	1	cleaned
22	33.28556122268333	SS1	1	cleaned
27	33.86763832653951	SS1	1	cleaned
32	32.505576132973474	SS1	1	cleaned
37	23.641885694993782	SS1	1	cleaned
42	27.943161593721488	SS1	1	cleaned
47	34.19964159184809	SS1	1	cleaned
52	34.3586938821965	SS1	1	cleaned
57	28.040864827215835	SS1	1	cleaned
62	31.519973760993246	SS1	1	cleaned
67	30.28096354896379	SS1	1	cleaned
72	33.170416732715424	SS1	1	cleaned
77	30.62720673023788	SS1	1	cleaned
82	35.79387391498939	SS1	1	cleaned
87	27.364893000515234	SS1	1	cleaned
92	24.932727785253938	SS1	1	cleaned
97	27.81985310176676	SS1	1	cleaned
102	32.54703683212915	SS1	1	cleaned
107	34.5627043830605	SS1	1	cleaned
112	30.059857868661368	SS1	1	cleaned
117	27.57892410927918	SS1	1	cleaned
122	27.538128969927964	SS1	1	cleaned
127	26.6122907642781	SS1	1	cleaned
132	24.777390086514945	SS1	1	cleaned
137	25.731515518487868	SS1	1	cleaned
142	27.904176937441758	SS1	1	cleaned
147	27.044943986696598	SS1	1	cleaned
150	29.777106497903414	SS1	1	cleaned
1	35.70879539600989	SS1	2	cleaned
2	33.77799836126565	SS1	2	cleaned
3	33.82940404262691	SS1	2	cleaned
4	33.96252547837171	SS1	2	cleaned
5	33.39767513154303	SS1	2	cleaned
6	33.16536210371683	SS1	2	cleaned
7	29.72400089384057	SS1	2	cleaned
8	28.942560974693748	SS1	2	cleaned
9	36.40244919987445	SS1	2	cleaned
12	32.79157973176153	SS1	2	cleaned
17	29.25125632798298	SS1	2	cleaned
22	30.909646785480863	SS1	2	cleaned
27	32.48369272278339	SS1	2	cleaned
32	31.382065092975743	SS1	2	cleaned
37	30.77770491272306	SS1	2	cleaned
42	31.369624041359494	SS1	2	cleaned
47	32.25924091342047	SS1	2	cleaned
52	32.40430225761271	SS1	2	cleaned
57	32.16714583532984	SS1	2	cleaned
62	32.97028749549363	SS1	2	cleaned
67	32.15084950526726	SS1	2	cleaned
72	33.15571467841201	SS1	2	cleaned
77	32.514311300287844	SS1	2	cleaned
82	33.16717325794067	SS1	2	cleaned
87	33.61258355138645	SS1	2	cleaned
92	31.533816838513975	SS1	2	cleaned
97	31.918236890661973	SS1	2	cleaned
102	33.70643036370298	SS1	2	cleaned
107	32.78462056459158	SS1	2	cleaned
112	31.124483603387727	SS1	2	cleaned
117	29.341092500900693	SS1	2	cleaned
122	28.807833685860366	SS1	2	cleaned
127	29.883853565763353	SS1	2	cleaned
132	28.75993637204271	SS1	2	cleaned
137	29.047743844192105	SS1	2	cleaned
142	27.86853624195221	SS1	2	cleaned
147	27.66802272216758	SS1	2	cleaned
150	27.38195362625566	SS1	2	cleaned
1	37.058875345739324	SS2	1	cleaned
2	41.12086476186563	SS2	1	cleaned
3	41.667568696302126	SS2	1	cleaned
4	42.013280777739055	SS2	1	cleaned
5	33.907033469779165	SS2	1	cleaned
6	30.885262128256432	SS2	1	cleaned
7	30.673802422462963	SS2	1	cleaned
8	30.17944187897627	SS2	1	cleaned
9	38.06039795322878	SS2	1	cleaned
12	38.69840031727479	SS2	1	cleaned
17	34.16417931543623	SS2	1	cleaned
22	33.19100819722808	SS2	1	cleaned
27	33.96888066421145	SS2	1	cleaned
32	32.546276298711874	SS2	1	cleaned
37	23.34772074600624	SS2	1	cleaned
42	27.791843403100575	SS2	1	cleaned
47	34.13989704032225	SS2	1	cleaned
52	34.48926531298637	SS2	1	cleaned
57	28.510161065904885	SS2	1	cleaned
62	31.542961186926608	SS2	1	cleaned
67	30.44441654212496	SS2	1	cleaned
72	33.428047017921685	SS2	1	cleaned
77	30.80454092397765	SS2	1	cleaned
82	35.84973745832876	SS2	1	cleaned
87	27.483349951274057	SS2	1	cleaned
92	25.125098871516144	SS2	1	cleaned
97	27.949620698818688	SS2	1	cleaned
102	32.65186016935516	SS2	1	cleaned
107	34.638400169529724	SS2	1	cleaned
112	30.145517690357643	SS2	1	cleaned
117	27.781394260292565	SS2	1	cleaned
122	27.70712224781146	SS2	1	cleaned
127	26.682702640767893	SS2	1	cleaned
132	24.64475486149911	SS2	1	cleaned
137	25.577726363651767	SS2	1	cleaned
142	27.99405156943618	SS2	1	cleaned
147	27.014769726364683	SS2	1	cleaned
150	29.982543082043236	SS2	1	cleaned
1	35.6198105976696	SS2	2	cleaned
2	33.85173056850891	SS2	2	cleaned
3	33.82395527743501	SS2	2	cleaned
4	34.07349810576259	SS2	2	cleaned
5	33.453733928863834	SS2	2	cleaned
6	33.20751099242923	SS2	2	cleaned
7	29.68684274929746	SS2	2	cleaned
8	28.850492226180986	SS2	2	cleaned
9	35.95567604545177	SS2	2	cleaned
12	32.57904080475743	SS2	2	cleaned
17	29.017852349153134	SS2	2	cleaned
22	30.683402670360874	SS2	2	cleaned
27	32.21252867965271	SS2	2	cleaned
32	31.10407907679135	SS2	2	cleaned
37	30.53164441269424	SS2	2	cleaned
42	31.20496316850913	SS2	2	cleaned
47	32.071743304749745	SS2	2	cleaned
52	32.25030161678168	SS2	2	cleaned
57	31.953324692578626	SS2	2	cleaned
62	32.824570067169624	SS2	2	cleaned
67	32.02170882158116	SS2	2	cleaned
72	33.06250598588852	SS2	2	cleaned
77	32.35416665981305	SS2	2	cleaned
82	33.01787362396215	SS2	2	cleaned
87	33.45750540478819	SS2	2	cleaned
92	31.314373482524708	SS2	2	cleaned
97	31.72696958734547	SS2	2	cleaned
102	33.47422407089746	SS2	2	cleaned
107	32.55575320892832	SS2	2	cleaned
112	30.8201552792578	SS2	2	cleaned
117	29.083348481161874	SS2	2	cleaned
122	28.56426112001471	SS2	2	cleaned
127	29.712336619378668	SS2	2	cleaned
132	28.52090729715966	SS2	2	cleaned
137	28.759086271331807	SS2	2	cleaned
142	27.620511710331705	SS2	2	cleaned
147	27.486932174745863	SS2	2	cleaned
150	27.251260112462287	SS2	2	cleaned
1	37.01185520526698	1A	1	dedup
2	40.80982531188307	1A	1	dedup
3	41.48712024921595	1A	1	dedup
4	41.79697469882702	1A	1	dedup
5	32.87269954137391	1A	1	dedup
6	29.59759314491636	1A	1	dedup
7	29.426462455818715	1A	1	dedup
8	29.176164647238366	1A	1	dedup
9	36.8382378779614	1A	1	dedup
12	37.50693305550116	1A	1	dedup
17	33.574946287271885	1A	1	dedup
22	32.87663684742868	1A	1	dedup
27	33.409872326485186	1A	1	dedup
32	32.07922161127312	1A	1	dedup
37	23.159850574421014	1A	1	dedup
42	27.467179168153496	1A	1	dedup
47	33.68158480053147	1A	1	dedup
52	33.970091518763944	1A	1	dedup
57	27.50964830270421	1A	1	dedup
62	30.966922084108482	1A	1	dedup
67	29.759624095595978	1A	1	dedup
72	32.85159498417697	1A	1	dedup
77	30.125146346892514	1A	1	dedup
82	35.315643270601996	1A	1	dedup
87	26.942810072433492	1A	1	dedup
92	24.509751529101955	1A	1	dedup
97	27.37019302774065	1A	1	dedup
102	32.179449746114045	1A	1	dedup
107	34.2720129590162	1A	1	dedup
112	29.833359822756716	1A	1	dedup
117	27.288285533972658	1A	1	dedup
122	27.37413949872579	1A	1	dedup
127	26.4057595496911	1A	1	dedup
132	24.578724579638582	1A	1	dedup
137	25.540327863477234	1A	1	dedup
142	27.96624881201496	1A	1	dedup
147	27.165984574766306	1A	1	dedup
150	30.2062862403636	1A	1	dedup
1	35.66161113960717	1A	2	dedup
2	33.698626904255526	1A	2	dedup
3	33.65184453193346	1A	2	dedup
4	33.702669085885596	1A	2	dedup
5	33.05504571823275	1A	2	dedup
6	32.81605242936026	1A	2	dedup
7	29.380478264742422	1A	2	dedup
8	28.823291667257298	1A	2	dedup
9	36.089138128755856	1A	2	dedup
12	32.43892740085691	1A	2	dedup
17	28.937500854654434	1A	2	dedup
22	30.502091277543457	1A	2	dedup
27	32.15195007868074	1A	2	dedup
32	30.99530919427456	1A	2	dedup
37	30.341468096759577	1A	2	dedup
42	30.985078202641983	1A	2	dedup
47	31.868413503658353	1A	2	dedup
52	31.932134702552695	1A	2	dedup
57	31.795378166098715	1A	2	dedup
62	32.613706025986176	1A	2	dedup
67	31.784973040109783	1A	2	dedup
72	32.77448391814557	1A	2	dedup
77	32.1385009207243	1A	2	dedup
82	32.851007927376216	1A	2	dedup
87	33.27520101467197	1A	2	dedup
92	31.237570945936056	1A	2	dedup
97	31.557664282860422	1A	2	dedup
102	33.306031938785	1A	2	dedup
107	32.33206582512858	1A	2	dedup
112	30.7547538079288	1A	2	dedup
117	28.965216984297047	1A	2	dedup
122	28.45949143792625	1A	2	dedup
127	29.510896787817963	1A	2	dedup
132	28.385523548474236	1A	2	dedup
137	28.673431160879268	1A	2	dedup
142	27.534316782699726	1A	2	dedup
147	27.426839358272833	1A	2	dedup
150	27.199710393534314	1A	2	dedup
1	37.04705594757773	1C	1	dedup
2	40.88772812602328	1C	1	dedup
3	41.55217575849096	1C	1	dedup
4	41.859650262222154	1C	1	dedup
5	33.04351293989082	1C	1	dedup
6	29.8024201969626	1C	1	dedup
7	29.59389506946819	1C	1	dedup
