name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	sample
Archaea	2157	D	2018	0	2018	0.00221	PL_01_04_2021_INF_unenriched
Viruses	10239	D	1234548	56	1234604	0.94358	HTP_01_03_2021_INF_unenriched
Bacteria	2	D	63667	34	63701	0.04869	HTP_01_03_2021_INF_unenriched
Eukaryota	2759	D	9937	74	10011	0.00765	HTP_01_03_2021_INF_unenriched
Archaea	2157	D	114	0	114	9e-5	HTP_01_03_2021_INF_unenriched
Bacteria	2	D	361297	479	361776	0.80352	SJ_10_21_2020_INF_unenriched
Eukaryota	2759	D	2429	38	2467	0.00548	SJ_10_21_2020_INF_unenriched
Archaea	2157	D	225	0	225	5e-4	SJ_10_21_2020_INF_unenriched
Viruses	10239	D	85740	31	85771	0.1905	SJ_10_21_2020_INF_unenriched
Bacteria	2	D	108017	177	108194	0.56253	NC_9_25_2020_INF_unenriched
Eukaryota	2759	D	11687	30	11717	0.06092	NC_9_25_2020_INF_unenriched
Archaea	2157	D	32	0	32	1.7e-4	NC_9_25_2020_INF_unenriched
Viruses	10239	D	72385	7	72392	0.37638	NC_9_25_2020_INF_unenriched
Eukaryota	2759	D	56986	51	57037	0.50892	JWPCP_8_25_2020_INF_unenriched
Bacteria	2	D	43196	38	43234	0.38576	JWPCP_8_25_2020_INF_unenriched
Archaea	2157	D	27	0	27	2.4e-4	JWPCP_8_25_2020_INF_unenriched
Viruses	10239	D	11775	0	11775	0.10506	JWPCP_8_25_2020_INF_unenriched
Viruses	10239	D	622467	21	622488	0.80119	HTP_12_22_2020_INF_unenriched
Eukaryota	2759	D	80399	212	80611	0.10375	HTP_12_22_2020_INF_unenriched
Bacteria	2	D	73658	44	73702	0.09486	HTP_12_22_2020_INF_unenriched
Archaea	2157	D	148	0	148	1.9e-4	HTP_12_22_2020_INF_unenriched
Bacteria	2	D	34616	19	34635	0.3451	OC_8_19_2020_INF_unenriched
Eukaryota	2759	D	31067	46	31113	0.31001	OC_8_19_2020_INF_unenriched
Archaea	2157	D	15	0	15	1.5e-4	OC_8_19_2020_INF_unenriched
Viruses	10239	D	34595	2	34597	0.34473	OC_8_19_2020_INF_unenriched
Bacteria	2	D	132989	86	133075	0.39343	NC_10_09_2020_INF_unenriched
Eukaryota	2759	D	112519	135	112654	0.33306	NC_10_09_2020_INF_unenriched
Archaea	2157	D	30	0	30	9e-5	NC_10_09_2020_INF_unenriched
Viruses	10239	D	92476	2	92478	0.27341	NC_10_09_2020_INF_unenriched
Bacteria	2	D	798327	327	798654	0.88939	OC_9_02_2020_INF_unenriched
Eukaryota	2759	D	20384	72	20456	0.02278	OC_9_02_2020_INF_unenriched
Archaea	2157	D	164	0	164	1.8e-4	OC_9_02_2020_INF_unenriched
Viruses	10239	D	78684	22	78706	0.08765	OC_9_02_2020_INF_unenriched
Bacteria	2	D	438759	164	438923	0.78234	SJ_9_30_2020_INF_unenriched
Eukaryota	2759	D	51468	106	51574	0.09193	SJ_9_30_2020_INF_unenriched
Archaea	2157	D	73	0	73	1.3e-4	SJ_9_30_2020_INF_unenriched
Viruses	10239	D	70453	16	70469	0.1256	SJ_9_30_2020_INF_unenriched
Eukaryota	2759	D	174584	184	174768	0.79222	PL_9_24_2020_INF_unenriched
Bacteria	2	D	40552	23	40575	0.18393	PL_9_24_2020_INF_unenriched
Archaea	2157	D	43	0	43	1.9e-4	PL_9_24_2020_INF_unenriched
Viruses	10239	D	5218	0	5218	0.02365	PL_9_24_2020_INF_unenriched
Viruses	10239	D	1045934	156	1046090	0.69553	OC_11_25_2020_INF_unenriched
Eukaryota	2759	D	328655	348	329003	0.21875	OC_11_25_2020_INF_unenriched
Bacteria	2	D	128766	86	128852	0.08567	OC_11_25_2020_INF_unenriched
Archaea	2157	D	62	0	62	4e-5	OC_11_25_2020_INF_unenriched
Eukaryota	2759	D	164896	211	165107	0.35053	SB_10_22_2020_INF_unenriched
Bacteria	2	D	162393	185	162578	0.34516	SB_10_22_2020_INF_unenriched
Archaea	2157	D	65	0	65	1.4e-4	SB_10_22_2020_INF_unenriched
Viruses	10239	D	143237	35	143272	0.30417	SB_10_22_2020_INF_unenriched
Bacteria	2	D	197869	206	198075	0.38101	OC_11_4_2020_INF_unenriched
Eukaryota	2759	D	122479	149	122628	0.23589	OC_11_4_2020_INF_unenriched
Archaea	2157	D	46	0	46	9e-5	OC_11_4_2020_INF_unenriched
Viruses	10239	D	199084	28	199112	0.38301	OC_11_4_2020_INF_unenriched
Eukaryota	2759	D	153006	204	153210	0.73987	JWPCP_10_13_2020_INF_unenriched
Bacteria	2	D	50023	45	50068	0.24178	JWPCP_10_13_2020_INF_unenriched
Archaea	2157	D	22	0	22	1.1e-4	JWPCP_10_13_2020_INF_unenriched
Viruses	10239	D	3777	0	3777	0.01824	JWPCP_10_13_2020_INF_unenriched
Eukaryota	2759	D	27198	69	27267	0.45889	JWPCP_9_22_2020_INF_unenriched
Bacteria	2	D	25443	40	25483	0.42886	JWPCP_9_22_2020_INF_unenriched
Archaea	2157	D	37	0	37	6.2e-4	JWPCP_9_22_2020_INF_unenriched
Viruses	10239	D	6632	0	6632	0.11161	JWPCP_9_22_2020_INF_unenriched
Bacteria	2	D	405286	342	405628	0.63299	HTP_9_08_2020_INF_unenriched
Eukaryota	2759	D	14767	69	14836	0.02315	HTP_9_08_2020_INF_unenriched
Archaea	2157	D	132	0	132	2.1e-4	HTP_9_08_2020_INF_unenriched
Viruses	10239	D	220188	32	220220	0.34366	HTP_9_08_2020_INF_unenriched
Viruses	10239	D	1400348	74	1400422	0.90247	HTP_9_22_2020_INF_unenriched
Bacteria	2	D	91354	114	91468	0.05894	HTP_9_22_2020_INF_unenriched
Eukaryota	2759	D	59644	141	59785	0.03853	HTP_9_22_2020_INF_unenriched
Archaea	2157	D	90	0	90	6e-5	HTP_9_22_2020_INF_unenriched
Bacteria	2	D	118662	90	118752	0.33563	HTP_8_11_2020_INF_unenriched
Eukaryota	2759	D	69062	147	69209	0.19561	HTP_8_11_2020_INF_unenriched
Archaea	2157	D	95	0	95	2.7e-4	HTP_8_11_2020_INF_unenriched
Viruses	10239	D	165728	27	165755	0.46848	HTP_8_11_2020_INF_unenriched
Bacteria	2	D	357929	405	358334	0.77928	HTP_10_02_2020_INF_unenriched
Eukaryota	2759	D	22201	102	22303	0.0485	HTP_10_02_2020_INF_unenriched
Archaea	2157	D	198	0	198	4.3e-4	HTP_10_02_2020_INF_unenriched
Viruses	10239	D	78967	22	78989	0.17178	HTP_10_02_2020_INF_unenriched
Viruses	10239	D	1265713	120	1265833	0.58338	HTP_11_17_2020_INF_unenriched
Eukaryota	2759	D	742717	578	743295	0.34256	HTP_11_17_2020_INF_unenriched
Bacteria	2	D	160540	81	160621	0.07402	HTP_11_17_2020_INF_unenriched
Archaea	2157	D	90	0	90	4e-5	HTP_11_17_2020_INF_unenriched
Viruses	10239	D	606558	107	606665	0.83977	OC_11_9_2020_INF_unenriched
Bacteria	2	D	81158	64	81222	0.11243	OC_11_9_2020_INF_unenriched
Eukaryota	2759	D	34368	104	34472	0.04772	OC_11_9_2020_INF_unenriched
Archaea	2157	D	57	0	57	8e-5	OC_11_9_2020_INF_unenriched
Eukaryota	2759	D	33088	53	33141	0.46515	PL_10_22_2020_INF_unenriched
Bacteria	2	D	30518	18	30536	0.42859	PL_10_22_2020_INF_unenriched
Archaea	2157	D	26	0	26	3.6e-4	PL_10_22_2020_INF_unenriched
Viruses	10239	D	7544	0	7544	0.10588	PL_10_22_2020_INF_unenriched
Bacteria	2	D	396587	558	397145	0.81713	HTP_10_20_2020_INF_unenriched
Eukaryota	2759	D	15843	80	15923	0.03276	HTP_10_20_2020_INF_unenriched
Archaea	2157	D	153	0	153	3.1e-4	HTP_10_20_2020_INF_unenriched
Viruses	10239	D	72780	19	72799	0.14979	HTP_10_20_2020_INF_unenriched
Bacteria	2	D	129704	107	129811	0.46	HTP_8_18_2020_INF_unenriched
Eukaryota	2759	D	24901	92	24993	0.08857	HTP_8_18_2020_INF_unenriched
Archaea	2157	D	92	0	92	3.3e-4	HTP_8_18_2020_INF_unenriched
Viruses	10239	D	127284	17	127301	0.4511	HTP_8_18_2020_INF_unenriched
Bacteria	2	D	123023	224	123247	0.54358	SJ_10_28_2020_INF_unenriched
Eukaryota	2759	D	13654	169	13823	0.06097	SJ_10_28_2020_INF_unenriched
Archaea	2157	D	194	0	194	8.6e-4	SJ_10_28_2020_INF_unenriched
Viruses	10239	D	89462	5	89467	0.39459	SJ_10_28_2020_INF_unenriched
Viruses	10239	D	324331	48	324379	0.6495	SJ_11_18_2020_INF_unenriched
Bacteria	2	D	130551	214	130765	0.26183	SJ_11_18_2020_INF_unenriched
Eukaryota	2759	D	43782	251	44033	0.08817	SJ_11_18_2020_INF_unenriched
Archaea	2157	D	248	0	248	5e-4	SJ_11_18_2020_INF_unenriched
Viruses	10239	D	653475	200	653675	0.83336	SJ_9_23_2020_INF_unenriched
Bacteria	2	D	120029	194	120223	0.15327	SJ_9_23_2020_INF_unenriched
Eukaryota	2759	D	10282	103	10385	0.01324	SJ_9_23_2020_INF_unenriched
Archaea	2157	D	103	0	103	1.3e-4	SJ_9_23_2020_INF_unenriched
Bacteria	2	D	93456	195	93651	0.69845	JWPCP_11_10_2020_INF_unenriched
Eukaryota	2759	D	20314	279	20593	0.15358	JWPCP_11_10_2020_INF_unenriched
Archaea	2157	D	38	0	38	2.8e-4	JWPCP_11_10_2020_INF_unenriched
Viruses	10239	D	19798	2	19800	0.14767	JWPCP_11_10_2020_INF_unenriched
Bacteria	2	D	15450	15	15465	0.48579	OC_8_12_2020_INF_unenriched
Eukaryota	2759	D	4989	15	5004	0.15719	OC_8_12_2020_INF_unenriched
Archaea	2157	D	2	0	2	6e-5	OC_8_12_2020_INF_unenriched
Viruses	10239	D	11361	2	11363	0.35693	OC_8_12_2020_INF_unenriched
Viruses	10239	D	951246	180	951426	0.66826	OC_11_18_2020_INF_unenriched
Bacteria	2	D	286277	97	286374	0.20114	OC_11_18_2020_INF_unenriched
Eukaryota	2759	D	185680	219	185899	0.13057	OC_11_18_2020_INF_unenriched
Archaea	2157	D	45	0	45	3e-5	OC_11_18_2020_INF_unenriched
Viruses	10239	D	1223078	93	1223171	0.93026	HTP_11_3_2020_INF_unenriched
Bacteria	2	D	74395	139	74534	0.05669	HTP_11_3_2020_INF_unenriched
Eukaryota	2759	D	16824	112	16936	0.01288	HTP_11_3_2020_INF_unenriched
Archaea	2157	D	221	0	221	1.7e-4	HTP_11_3_2020_INF_unenriched
Viruses	10239	D	868626	66	868692	0.86269	OC_12_14_2020_INF_unenriched
Bacteria	2	D	95761	51	95812	0.09515	OC_12_14_2020_INF_unenriched
Eukaryota	2759	D	42239	118	42357	0.04206	OC_12_14_2020_INF_unenriched
Archaea	2157	D	94	0	94	9e-5	OC_12_14_2020_INF_unenriched
Bacteria	2	D	383379	190	383569	0.72678	SJ_9_02_2020_INF_unenriched
Eukaryota	2759	D	23827	83	23910	0.0453	SJ_9_02_2020_INF_unenriched
Archaea	2157	D	71	0	71	1.3e-4	SJ_9_02_2020_INF_unenriched
Viruses	10239	D	120199	17	120216	0.22778	SJ_9_02_2020_INF_unenriched
Bacteria	2	D	106512	145	106657	0.54163	JWPCP_11_3_2020_INF_unenriched
Eukaryota	2759	D	25566	198	25764	0.13083	JWPCP_11_3_2020_INF_unenriched
Archaea	2157	D	130	0	130	6.6e-4	JWPCP_11_3_2020_INF_unenriched
Viruses	10239	D	64364	3	64367	0.32687	JWPCP_11_3_2020_INF_unenriched
Bacteria	2	D	559766	340	560106	0.83725	SJ_10_14_2020_INF_unenriched
Eukaryota	2759	D	37386	160	37546	0.05612	SJ_10_14_2020_INF_unenriched
Archaea	2157	D	148	0	148	2.2e-4	SJ_10_14_2020_INF_unenriched
Viruses	10239	D	71153	26	71179	0.1064	SJ_10_14_2020_INF_unenriched
Eukaryota	2759	D	62973	346	63319	0.60929	PL_8_13_2020_INF_unenriched
Bacteria	2	D	29492	44	29536	0.28421	PL_8_13_2020_INF_unenriched
Archaea	2157	D	71	0	71	6.8e-4	PL_8_13_2020_INF_unenriched
Viruses	10239	D	10995	0	10995	0.1058	PL_8_13_2020_INF_unenriched
Bacteria	2	D	607448	277	607725	0.83454	NC_8_28_2020_INF_unenriched
Eukaryota	2759	D	27737	82	27819	0.0382	NC_8_28_2020_INF_unenriched
Archaea	2157	D	106	0	106	1.5e-4	NC_8_28_2020_INF_unenriched
Viruses	10239	D	92554	9	92563	0.12711	NC_8_28_2020_INF_unenriched
Bacteria	2	D	254814	190	255004	0.73305	SJ_8_19_2020_INF_unenriched
Eukaryota	2759	D	7909	61	7970	0.02291	SJ_8_19_2020_INF_unenriched
Archaea	2157	D	79	0	79	2.3e-4	SJ_8_19_2020_INF_unenriched
Viruses	10239	D	84796	15	84811	0.2438	SJ_8_19_2020_INF_unenriched
Eukaryota	2759	D	1130074	831	1130905	0.64605	PL_12_28_2020_INF_unenriched
Bacteria	2	D	191035	214	191249	0.10926	PL_12_28_2020_INF_unenriched
Archaea	2157	D	654	0	654	3.7e-4	PL_12_28_2020_INF_unenriched
Viruses	10239	D	427616	57	427673	0.24432	PL_12_28_2020_INF_unenriched
Viruses	10239	D	766829	73	766902	0.8025	OC_12_21_2020_INF_unenriched
Bacteria	2	D	95653	25	95678	0.10012	OC_12_21_2020_INF_unenriched
Eukaryota	2759	D	92791	161	92952	0.09727	OC_12_21_2020_INF_unenriched
Archaea	2157	D	111	0	111	1.2e-4	OC_12_21_2020_INF_unenriched
Viruses	10239	D	1118670	68	1118738	0.76278	PL_11_29_2020_INF_unenriched
Eukaryota	2759	D	263780	314	264094	0.18007	PL_11_29_2020_INF_unenriched
Bacteria	2	D	83552	52	83604	0.057	PL_11_29_2020_INF_unenriched
Archaea	2157	D	223	0	223	1.5e-4	PL_11_29_2020_INF_unenriched
Eukaryota	2759	D	30210	72	30282	0.50769	JWPCP_10_06_2020_INF_unenriched
Bacteria	2	D	26360	30	26390	0.44244	JWPCP_10_06_2020_INF_unenriched
Archaea	2157	D	41	0	41	6.9e-4	JWPCP_10_06_2020_INF_unenriched
Viruses	10239	D	2933	0	2933	0.04917	JWPCP_10_06_2020_INF_unenriched
Viruses	10239	D	1200273	167	1200440	0.66643	SB_11_5_2020_INF_unenriched
Eukaryota	2759	D	488112	438	488550	0.27122	SB_11_5_2020_INF_unenriched
Bacteria	2	D	112103	87	112190	0.06228	SB_11_5_2020_INF_unenriched
Archaea	2157	D	120	0	120	7e-5	SB_11_5_2020_INF_unenriched
Viruses	10239	D	1092966	99	1093065	0.90726	HTP_11_24_2020_INF_unenriched
Bacteria	2	D	86996	73	87069	0.07227	HTP_11_24_2020_INF_unenriched
Eukaryota	2759	D	24334	134	24468	0.02031	HTP_11_24_2020_INF_unenriched
Archaea	2157	D	192	0	192	1.6e-4	HTP_11_24_2020_INF_unenriched
Viruses	10239	D	543481	34	543515	0.58075	ESC_7_27_20_unenriched
Eukaryota	2759	D	244104	547	244651	0.26141	ESC_7_27_20_unenriched
Bacteria	2	D	147393	124	147517	0.15762	ESC_7_27_20_unenriched
Archaea	2157	D	195	0	195	2.1e-4	ESC_7_27_20_unenriched
Bacteria	2	D	229162	169	229331	0.58923	SJ_10_07_2020_INF_unenriched
Eukaryota	2759	D	36130	109	36239	0.09311	SJ_10_07_2020_INF_unenriched
Archaea	2157	D	111	0	111	2.9e-4	SJ_10_07_2020_INF_unenriched
Viruses	10239	D	123493	30	123523	0.31737	SJ_10_07_2020_INF_unenriched
Bacteria	2	D	60092	24	60116	0.63424	OC_9_23_2020_INF_unenriched
Eukaryota	2759	D	16837	48	16885	0.17814	OC_9_23_2020_INF_unenriched
Archaea	2157	D	25	0	25	2.6e-4	OC_9_23_2020_INF_unenriched
Viruses	10239	D	17755	1	17756	0.18733	OC_9_23_2020_INF_unenriched
Bacteria	2	D	140723	217	140940	0.69445	HTP_10_13_2020_INF_unenriched
Eukaryota	2759	D	4016	27	4043	0.01992	HTP_10_13_2020_INF_unenriched
Archaea	2157	D	59	0	59	2.9e-4	HTP_10_13_2020_INF_unenriched
Viruses	10239	D	57895	14	57909	0.28533	HTP_10_13_2020_INF_unenriched
Bacteria	2	D	59568	58	59626	0.80374	JWPCP_9_01_2020_INF_unenriched
Eukaryota	2759	D	5160	31	5191	0.06997	JWPCP_9_01_2020_INF_unenriched
Archaea	2157	D	71	0	71	9.6e-4	JWPCP_9_01_2020_INF_unenriched
Viruses	10239	D	9295	1	9296	0.12531	JWPCP_9_01_2020_INF_unenriched
Bacteria	2	D	316883	174	317057	0.58989	OC_10_21_2020_unenriched
Eukaryota	2759	D	3063	15	3078	0.00573	OC_10_21_2020_unenriched
Archaea	2157	D	78	0	78	1.5e-4	OC_10_21_2020_unenriched
Viruses	10239	D	217241	26	217267	0.40423	OC_10_21_2020_unenriched
Bacteria	2	D	159506	268	159774	0.63451	SJ_9_16_2020_INF_unenriched
Eukaryota	2759	D	24603	137	24740	0.09825	SJ_9_16_2020_INF_unenriched
Archaea	2157	D	105	0	105	4.2e-4	SJ_9_16_2020_INF_unenriched
Viruses	10239	D	67174	10	67184	0.26681	SJ_9_16_2020_INF_unenriched
Bacteria	2	D	46258	19	46277	0.55263	OC_8_26_2020_INF_unenriched
Eukaryota	2759	D	25708	35	25743	0.30742	OC_8_26_2020_INF_unenriched
Archaea	2157	D	15	0	15	1.8e-4	OC_8_26_2020_INF_unenriched
Viruses	10239	D	11703	0	11703	0.13975	OC_8_26_2020_INF_unenriched
Bacteria	2	D	760234	552	760786	0.82223	JWPCP_9_08_2020_INF_unenriched
Eukaryota	2759	D	1540	10	1550	0.00168	JWPCP_9_08_2020_INF_unenriched
Archaea	2157	D	261	0	261	2.8e-4	JWPCP_9_08_2020_INF_unenriched
Viruses	10239	D	162647	21	162668	0.17581	JWPCP_9_08_2020_INF_unenriched
Viruses	10239	D	770953	85	771038	0.77888	PL_01_03_2021_INF_unenriched
Bacteria	2	D	206463	117	206580	0.20868	PL_01_03_2021_INF_unenriched
Eukaryota	2759	D	10803	33	10836	0.01095	PL_01_03_2021_INF_unenriched
Archaea	2157	D	1474	0	1474	0.00149	PL_01_03_2021_INF_unenriched
Viruses	10239	D	215456	72	215528	0.59467	SJ_8_12_2020_INF_unenriched
Bacteria	2	D	112090	52	112142	0.30941	SJ_8_12_2020_INF_unenriched
Eukaryota	2759	D	34570	123	34693	0.09572	SJ_8_12_2020_INF_unenriched
Archaea	2157	D	70	0	70	1.9e-4	SJ_8_12_2020_INF_unenriched
Viruses	10239	D	902017	32	902049	0.81775	HTP_12_15_2020_INF_unenriched
Eukaryota	2759	D	118467	251	118718	0.10762	HTP_12_15_2020_INF_unenriched
Bacteria	2	D	82017	65	82082	0.07441	HTP_12_15_2020_INF_unenriched
Archaea	2157	D	232	0	232	2.1e-4	HTP_12_15_2020_INF_unenriched
Bacteria	2	D	469902	299	470201	0.55935	HTP_10_27_2020_INF_unenriched
Eukaryota	2759	D	89248	177	89425	0.10638	HTP_10_27_2020_INF_unenriched
Archaea	2157	D	105	0	105	1.2e-4	HTP_10_27_2020_INF_unenriched
Viruses	10239	D	280854	36	280890	0.33415	HTP_10_27_2020_INF_unenriched
Viruses	10239	D	608914	27	608941	0.71646	NC_11_6_2020_INF_unenriched
Eukaryota	2759	D	152475	232	152707	0.17967	NC_11_6_2020_INF_unenriched
Bacteria	2	D	88129	78	88207	0.10378	NC_11_6_2020_INF_unenriched
Archaea	2157	D	74	0	74	9e-5	NC_11_6_2020_INF_unenriched
Viruses	10239	D	1412595	192	1412787	0.93943	SB_10_08_2020_INF_unenriched
Bacteria	2	D	73984	70	74054	0.04924	SB_10_08_2020_INF_unenriched
Eukaryota	2759	D	16859	82	16941	0.01126	SB_10_08_2020_INF_unenriched
Archaea	2157	D	98	0	98	7e-5	SB_10_08_2020_INF_unenriched
Viruses	10239	D	1503201	112	1503313	0.91183	HTP_12_01_2020_INF_unenriched
Bacteria	2	D	96412	100	96512	0.05854	HTP_12_01_2020_INF_unenriched
Eukaryota	2759	D	48574	131	48705	0.02954	HTP_12_01_2020_INF_unenriched
Archaea	2157	D	144	0	144	9e-5	HTP_12_01_2020_INF_unenriched
Eukaryota	2759	D	762634	689	763323	0.75781	JWPCP_11_17_2020_INF_unenriched
Bacteria	2	D	137114	166	137280	0.13629	JWPCP_11_17_2020_INF_unenriched
Archaea	2157	D	158	0	158	1.6e-4	JWPCP_11_17_2020_INF_unenriched
Viruses	10239	D	106508	9	106517	0.10575	JWPCP_11_17_2020_INF_unenriched
Bacteria	2	D	203738	192	203930	0.47168	HTP_9_01_2020_INF_unenriched
Eukaryota	2759	D	17540	101	17641	0.0408	HTP_9_01_2020_INF_unenriched
Archaea	2157	D	104	0	104	2.4e-4	HTP_9_01_2020_INF_unenriched
Viruses	10239	D	210652	21	210673	0.48727	HTP_9_01_2020_INF_unenriched
Bacteria	2	D	75947	35	75982	0.74844	OC_9_30_2020_INF_unenriched
Eukaryota	2759	D	3824	20	3844	0.03786	OC_9_30_2020_INF_unenriched
Archaea	2157	D	18	0	18	1.8e-4	OC_9_30_2020_INF_unenriched
Viruses	10239	D	21675	1	21676	0.21351	OC_9_30_2020_INF_unenriched
Bacteria	2	D	32093	21	32114	0.35814	JWPCP_8_11_2020_INF_unenriched
Eukaryota	2759	D	21675	43	21718	0.2422	JWPCP_8_11_2020_INF_unenriched
Archaea	2157	D	17	0	17	1.9e-4	JWPCP_8_11_2020_INF_unenriched
Viruses	10239	D	35818	1	35819	0.39946	JWPCP_8_11_2020_INF_unenriched
Bacteria	2	D	748775	462	749237	0.93061	PL_9_10_2020_INF_unenriched
Eukaryota	2759	D	4807	27	4834	0.006	PL_9_10_2020_INF_unenriched
Archaea	2157	D	188	0	188	2.3e-4	PL_9_10_2020_INF_unenriched
Viruses	10239	D	50836	3	50839	0.06315	PL_9_10_2020_INF_unenriched
