mean_phred_score	n_sequences	sample	read_pair	stage
30	1947966	SRR12204734	1	cleaned
31	3163056	SRR12204734	1	cleaned
32	5076288	SRR12204734	1	cleaned
33	8087469	SRR12204734	1	cleaned
34	12919920	SRR12204734	1	cleaned
35	23438848	SRR12204734	1	cleaned
36	96796104	SRR12204734	1	cleaned
37	8567412	SRR12204734	1	cleaned
25	789621	SRR12204734	2	cleaned
26	1076613	SRR12204734	2	cleaned
27	1508461	SRR12204734	2	cleaned
28	2106167	SRR12204734	2	cleaned
29	2981205	SRR12204734	2	cleaned
30	4149282	SRR12204734	2	cleaned
31	5816305	SRR12204734	2	cleaned
32	8153338	SRR12204734	2	cleaned
33	11532550	SRR12204734	2	cleaned
34	17119497	SRR12204734	2	cleaned
35	31876590	SRR12204734	2	cleaned
36	71909311	SRR12204734	2	cleaned
37	3405646	SRR12204734	2	cleaned
25	63488	SRR12204735	1	cleaned
26	154434	SRR12204735	1	cleaned
27	327278	SRR12204735	1	cleaned
28	635606	SRR12204735	1	cleaned
29	1139892	SRR12204735	1	cleaned
30	1791789	SRR12204735	1	cleaned
31	2605454	SRR12204735	1	cleaned
32	3605032	SRR12204735	1	cleaned
33	5056097	SRR12204735	1	cleaned
34	7639703	SRR12204735	1	cleaned
35	16766855	SRR12204735	1	cleaned
36	186100267	SRR12204735	1	cleaned
37	41175080	SRR12204735	1	cleaned
25	338868	SRR12204735	2	cleaned
26	468076	SRR12204735	2	cleaned
27	645498	SRR12204735	2	cleaned
28	908826	SRR12204735	2	cleaned
29	1311491	SRR12204735	2	cleaned
30	1882302	SRR12204735	2	cleaned
31	2753294	SRR12204735	2	cleaned
32	4034776	SRR12204735	2	cleaned
33	6226095	SRR12204735	2	cleaned
34	10894357	SRR12204735	2	cleaned
35	28332719	SRR12204735	2	cleaned
36	178151869	SRR12204735	2	cleaned
37	31112804	SRR12204735	2	cleaned
25	75866	SRR12204847	1	cleaned
26	180219	SRR12204847	1	cleaned
27	377243	SRR12204847	1	cleaned
28	709477	SRR12204847	1	cleaned
29	1200488	SRR12204847	1	cleaned
30	1779305	SRR12204847	1	cleaned
31	2474295	SRR12204847	1	cleaned
32	3295388	SRR12204847	1	cleaned
33	4535844	SRR12204847	1	cleaned
34	7008627	SRR12204847	1	cleaned
35	16662884	SRR12204847	1	cleaned
36	137136684	SRR12204847	1	cleaned
37	18578359	SRR12204847	1	cleaned
25	349336	SRR12204847	2	cleaned
26	476383	SRR12204847	2	cleaned
27	647832	SRR12204847	2	cleaned
28	886865	SRR12204847	2	cleaned
29	1244592	SRR12204847	2	cleaned
30	1754881	SRR12204847	2	cleaned
31	2558960	SRR12204847	2	cleaned
32	3844668	SRR12204847	2	cleaned
33	6207218	SRR12204847	2	cleaned
34	11814743	SRR12204847	2	cleaned
35	34561456	SRR12204847	2	cleaned
36	120900931	SRR12204847	2	cleaned
37	8766814	SRR12204847	2	cleaned
25	56958	SRR12204848	1	cleaned
26	138950	SRR12204848	1	cleaned
27	301702	SRR12204848	1	cleaned
28	590135	SRR12204848	1	cleaned
29	1048757	SRR12204848	1	cleaned
30	1601177	SRR12204848	1	cleaned
31	2239441	SRR12204848	1	cleaned
32	2942592	SRR12204848	1	cleaned
33	3923979	SRR12204848	1	cleaned
34	5755500	SRR12204848	1	cleaned
35	13151922	SRR12204848	1	cleaned
36	133793456	SRR12204848	1	cleaned
37	22807490	SRR12204848	1	cleaned
25	169621	SRR12204848	2	cleaned
26	244027	SRR12204848	2	cleaned
27	348591	SRR12204848	2	cleaned
28	504501	SRR12204848	2	cleaned
29	742215	SRR12204848	2	cleaned
30	1085496	SRR12204848	2	cleaned
31	1636688	SRR12204848	2	cleaned
32	2496264	SRR12204848	2	cleaned
33	4049572	SRR12204848	2	cleaned
34	7637571	SRR12204848	2	cleaned
35	24804503	SRR12204848	2	cleaned
36	131561565	SRR12204848	2	cleaned
37	13071445	SRR12204848	2	cleaned
25	114017	SRR12204849	1	cleaned
26	223887	SRR12204849	1	cleaned
27	409258	SRR12204849	1	cleaned
28	709561	SRR12204849	1	cleaned
29	1172340	SRR12204849	1	cleaned
30	1859479	SRR12204849	1	cleaned
31	2829245	SRR12204849	1	cleaned
32	4213446	SRR12204849	1	cleaned
33	6300606	SRR12204849	1	cleaned
34	9714688	SRR12204849	1	cleaned
35	15247542	SRR12204849	1	cleaned
36	22421868	SRR12204849	1	cleaned
37	25890314	SRR12204849	1	cleaned
38	17849889	SRR12204849	1	cleaned
39	4753850	SRR12204849	1	cleaned
40	183077	SRR12204849	1	cleaned
25	866286	SRR12204849	2	cleaned
26	1008261	SRR12204849	2	cleaned
27	1177540	SRR12204849	2	cleaned
28	1382356	SRR12204849	2	cleaned
29	1632799	SRR12204849	2	cleaned
30	1951621	SRR12204849	2	cleaned
31	2353463	SRR12204849	2	cleaned
32	2872524	SRR12204849	2	cleaned
33	3573435	SRR12204849	2	cleaned
34	4535207	SRR12204849	2	cleaned
35	5913874	SRR12204849	2	cleaned
36	8015947	SRR12204849	2	cleaned
37	11429722	SRR12204849	2	cleaned
38	17432861	SRR12204849	2	cleaned
39	27774157	SRR12204849	2	cleaned
40	21973014	SRR12204849	2	cleaned
25	134130	SRR12204850	1	cleaned
26	260587	SRR12204850	1	cleaned
27	472577	SRR12204850	1	cleaned
28	809911	SRR12204850	1	cleaned
29	1325313	SRR12204850	1	cleaned
30	2080704	SRR12204850	1	cleaned
31	3144643	SRR12204850	1	cleaned
32	4646094	SRR12204850	1	cleaned
33	6925745	SRR12204850	1	cleaned
34	10627997	SRR12204850	1	cleaned
35	16603901	SRR12204850	1	cleaned
36	24254067	SRR12204850	1	cleaned
37	27851814	SRR12204850	1	cleaned
38	19139018	SRR12204850	1	cleaned
39	5040443	SRR12204850	1	cleaned
40	180163	SRR12204850	1	cleaned
25	966477	SRR12204850	2	cleaned
26	1122451	SRR12204850	2	cleaned
27	1307281	SRR12204850	2	cleaned
28	1534616	SRR12204850	2	cleaned
29	1818161	SRR12204850	2	cleaned
30	2167815	SRR12204850	2	cleaned
31	2615027	SRR12204850	2	cleaned
32	3196011	SRR12204850	2	cleaned
33	3965747	SRR12204850	2	cleaned
34	5029765	SRR12204850	2	cleaned
35	6555048	SRR12204850	2	cleaned
36	8879717	SRR12204850	2	cleaned
37	12642695	SRR12204850	2	cleaned
38	19215414	SRR12204850	2	cleaned
39	30072227	SRR12204850	2	cleaned
40	22408655	SRR12204850	2	cleaned
25	40044	SRR12204851	1	cleaned
26	96449	SRR12204851	1	cleaned
27	209172	SRR12204851	1	cleaned
28	418745	SRR12204851	1	cleaned
29	768975	SRR12204851	1	cleaned
30	1214664	SRR12204851	1	cleaned
31	1743054	SRR12204851	1	cleaned
32	2345908	SRR12204851	1	cleaned
33	3194838	SRR12204851	1	cleaned
34	4799460	SRR12204851	1	cleaned
35	11613283	SRR12204851	1	cleaned
36	104069200	SRR12204851	1	cleaned
37	11951813	SRR12204851	1	cleaned
25	159637	SRR12204851	2	cleaned
