mean_phred_score	n_sequences	sample	read_pair	stage
14	1	ESC_10_12_20	1	raw_concat
15	6	ESC_10_12_20	1	raw_concat
16	14	ESC_10_12_20	1	raw_concat
17	45	ESC_10_12_20	1	raw_concat
18	99	ESC_10_12_20	1	raw_concat
19	168	ESC_10_12_20	1	raw_concat
20	361	ESC_10_12_20	1	raw_concat
21	785	ESC_10_12_20	1	raw_concat
22	1629	ESC_10_12_20	1	raw_concat
23	3485	ESC_10_12_20	1	raw_concat
24	7573	ESC_10_12_20	1	raw_concat
25	16183	ESC_10_12_20	1	raw_concat
26	29844	ESC_10_12_20	1	raw_concat
27	51676	ESC_10_12_20	1	raw_concat
28	79695	ESC_10_12_20	1	raw_concat
29	117557	ESC_10_12_20	1	raw_concat
30	157948	ESC_10_12_20	1	raw_concat
31	234525	ESC_10_12_20	1	raw_concat
32	318307	ESC_10_12_20	1	raw_concat
33	432269	ESC_10_12_20	1	raw_concat
34	705033	ESC_10_12_20	1	raw_concat
35	1575070	ESC_10_12_20	1	raw_concat
36	6209820	ESC_10_12_20	1	raw_concat
37	1063225	ESC_10_12_20	1	raw_concat
12	23	ESC_10_12_20	2	raw_concat
13	118	ESC_10_12_20	2	raw_concat
14	304	ESC_10_12_20	2	raw_concat
15	488	ESC_10_12_20	2	raw_concat
16	586	ESC_10_12_20	2	raw_concat
17	925	ESC_10_12_20	2	raw_concat
18	1297	ESC_10_12_20	2	raw_concat
19	1882	ESC_10_12_20	2	raw_concat
20	2646	ESC_10_12_20	2	raw_concat
21	4084	ESC_10_12_20	2	raw_concat
22	7171	ESC_10_12_20	2	raw_concat
23	12574	ESC_10_12_20	2	raw_concat
24	20086	ESC_10_12_20	2	raw_concat
25	29871	ESC_10_12_20	2	raw_concat
26	39886	ESC_10_12_20	2	raw_concat
27	53020	ESC_10_12_20	2	raw_concat
28	67576	ESC_10_12_20	2	raw_concat
29	90927	ESC_10_12_20	2	raw_concat
30	116250	ESC_10_12_20	2	raw_concat
31	158652	ESC_10_12_20	2	raw_concat
32	211260	ESC_10_12_20	2	raw_concat
33	317684	ESC_10_12_20	2	raw_concat
34	526240	ESC_10_12_20	2	raw_concat
35	1354074	ESC_10_12_20	2	raw_concat
36	6454280	ESC_10_12_20	2	raw_concat
37	1533414	ESC_10_12_20	2	raw_concat
14	1	ESC_10_19_20	1	raw_concat
15	4	ESC_10_19_20	1	raw_concat
16	21	ESC_10_19_20	1	raw_concat
17	44	ESC_10_19_20	1	raw_concat
18	80	ESC_10_19_20	1	raw_concat
19	197	ESC_10_19_20	1	raw_concat
20	310	ESC_10_19_20	1	raw_concat
21	698	ESC_10_19_20	1	raw_concat
22	1666	ESC_10_19_20	1	raw_concat
23	4750	ESC_10_19_20	1	raw_concat
24	11761	ESC_10_19_20	1	raw_concat
25	26993	ESC_10_19_20	1	raw_concat
26	51714	ESC_10_19_20	1	raw_concat
27	92167	ESC_10_19_20	1	raw_concat
28	145669	ESC_10_19_20	1	raw_concat
29	222451	ESC_10_19_20	1	raw_concat
30	300656	ESC_10_19_20	1	raw_concat
31	403872	ESC_10_19_20	1	raw_concat
32	516508	ESC_10_19_20	1	raw_concat
33	735493	ESC_10_19_20	1	raw_concat
34	1203063	ESC_10_19_20	1	raw_concat
35	3412757	ESC_10_19_20	1	raw_concat
36	15009143	ESC_10_19_20	1	raw_concat
37	1567045	ESC_10_19_20	1	raw_concat
11	4	ESC_10_19_20	2	raw_concat
12	39	ESC_10_19_20	2	raw_concat
13	211	ESC_10_19_20	2	raw_concat
14	509	ESC_10_19_20	2	raw_concat
15	773	ESC_10_19_20	2	raw_concat
16	1009	ESC_10_19_20	2	raw_concat
17	1286	ESC_10_19_20	2	raw_concat
18	1540	ESC_10_19_20	2	raw_concat
19	2029	ESC_10_19_20	2	raw_concat
20	2772	ESC_10_19_20	2	raw_concat
21	4421	ESC_10_19_20	2	raw_concat
22	7585	ESC_10_19_20	2	raw_concat
23	13922	ESC_10_19_20	2	raw_concat
24	23884	ESC_10_19_20	2	raw_concat
25	38162	ESC_10_19_20	2	raw_concat
26	54778	ESC_10_19_20	2	raw_concat
27	77504	ESC_10_19_20	2	raw_concat
28	106833	ESC_10_19_20	2	raw_concat
29	152334	ESC_10_19_20	2	raw_concat
30	209280	ESC_10_19_20	2	raw_concat
31	299314	ESC_10_19_20	2	raw_concat
32	425688	ESC_10_19_20	2	raw_concat
33	677803	ESC_10_19_20	2	raw_concat
34	1211723	ESC_10_19_20	2	raw_concat
35	3319855	ESC_10_19_20	2	raw_concat
36	14325005	ESC_10_19_20	2	raw_concat
37	2748800	ESC_10_19_20	2	raw_concat
14	1	ESC_10_26_20	1	raw_concat
15	8	ESC_10_26_20	1	raw_concat
16	14	ESC_10_26_20	1	raw_concat
17	46	ESC_10_26_20	1	raw_concat
18	89	ESC_10_26_20	1	raw_concat
19	237	ESC_10_26_20	1	raw_concat
20	519	ESC_10_26_20	1	raw_concat
21	1120	ESC_10_26_20	1	raw_concat
22	2744	ESC_10_26_20	1	raw_concat
23	7089	ESC_10_26_20	1	raw_concat
24	16641	ESC_10_26_20	1	raw_concat
25	36374	ESC_10_26_20	1	raw_concat
26	65777	ESC_10_26_20	1	raw_concat
27	110433	ESC_10_26_20	1	raw_concat
28	164906	ESC_10_26_20	1	raw_concat
29	237549	ESC_10_26_20	1	raw_concat
30	314757	ESC_10_26_20	1	raw_concat
31	450383	ESC_10_26_20	1	raw_concat
32	717477	ESC_10_26_20	1	raw_concat
33	1198798	ESC_10_26_20	1	raw_concat
34	1705351	ESC_10_26_20	1	raw_concat
35	3010444	ESC_10_26_20	1	raw_concat
36	10125874	ESC_10_26_20	1	raw_concat
37	1935797	ESC_10_26_20	1	raw_concat
11	8	ESC_10_26_20	2	raw_concat
12	18	ESC_10_26_20	2	raw_concat
13	184	ESC_10_26_20	2	raw_concat
14	472	ESC_10_26_20	2	raw_concat
15	804	ESC_10_26_20	2	raw_concat
16	981	ESC_10_26_20	2	raw_concat
17	1167	ESC_10_26_20	2	raw_concat
18	1402	ESC_10_26_20	2	raw_concat
19	1935	ESC_10_26_20	2	raw_concat
20	2956	ESC_10_26_20	2	raw_concat
21	5467	ESC_10_26_20	2	raw_concat
22	9942	ESC_10_26_20	2	raw_concat
23	18605	ESC_10_26_20	2	raw_concat
