name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads	sample
Eukaryota	2759	D	28212	162	28374	0.03384	HTP_5_13_2021
Archaea	2157	D	501	0	501	6e-4	HTP_5_13_2021
Bacteria	2	D	13410	14	13424	0.53164	JWPCP_8_18_2020
Eukaryota	2759	D	3646	15	3661	0.14499	JWPCP_8_18_2020
Archaea	2157	D	14	0	14	5.5e-4	JWPCP_8_18_2020
Viruses	10239	D	8150	0	8150	0.32277	JWPCP_8_18_2020
Bacteria	2	D	86060	89	86149	0.80718	JWPCP_9_01_2020
Eukaryota	2759	D	10253	30	10283	0.09635	JWPCP_9_01_2020
Archaea	2157	D	97	0	97	9.1e-4	JWPCP_9_01_2020
Viruses	10239	D	10197	1	10198	0.09555	JWPCP_9_01_2020
Bacteria	2	D	4547077	19200	4566277	0.66774	PL_6_21_2021
Eukaryota	2759	D	1392345	1695	1394040	0.20385	PL_6_21_2021
Archaea	2157	D	2879	0	2879	4.2e-4	PL_6_21_2021
Viruses	10239	D	874267	953	875220	0.12799	PL_6_21_2021
Bacteria	2	D	934108	5776	939884	0.85299	ESC_10_5_20
Eukaryota	2759	D	54683	649	55332	0.05022	ESC_10_5_20
Archaea	2157	D	1131	1	1132	0.00103	ESC_10_5_20
Viruses	10239	D	104582	937	105519	0.09576	ESC_10_5_20
Eukaryota	2759	D	140707	305	141012	0.31022	ESC_10_12_20
Bacteria	2	D	123439	425	123864	0.27249	ESC_10_12_20
Archaea	2157	D	77	0	77	1.7e-4	ESC_10_12_20
Viruses	10239	D	189585	20	189605	0.41712	ESC_10_12_20
Eukaryota	2759	D	4657314	2780	4660094	0.90594	ESC_9_14_20
Bacteria	2	D	237574	597	238171	0.0463	ESC_9_14_20
Archaea	2157	D	248	0	248	5e-5	ESC_9_14_20
Viruses	10239	D	245265	175	245440	0.04771	ESC_9_14_20
Bacteria	2	D	6152555	4168	6156723	0.96836	HTP_4_26_2021
Eukaryota	2759	D	31064	118	31182	0.0049	HTP_4_26_2021
Archaea	2157	D	737	0	737	1.2e-4	HTP_4_26_2021
Viruses	10239	D	169170	60	169230	0.02662	HTP_4_26_2021
