taxid	name	parent_taxid	rank
2842816	Kyungwonvirus	2731691	genus
2842817	Lahcomavirus	2842314	genus
2842818	Laimuvirus	2842332	genus
2842819	Lasallevirus	2842519	genus
2842820	Lazarusvirus	2842519	genus
2842821	Lazuovirus	2842332	genus
2842822	Lehptavirus	2842332	genus
2842823	Lehptevirus	2842314	genus
2842824	Lentimonavirus	1883067	genus
2842825	Lihvevirus	2842332	genus
2842826	Limaivirus	2842332	genus
2842827	Lirnavirus	2842315	genus
2842828	Littlefixvirus	2842329	genus
2842829	Livvievirus	2184034	genus
2842830	Lobdovirus	2842314	genus
2842831	Lohmavirus	2842319	genus
2842832	Lomnativirus	2842332	genus
2842833	Lonzbavirus	2842315	genus
2842834	Loptevirus	2842332	genus
2842835	Loslovirus	2842319	genus
2842836	Luloavirus	2842332	genus
2842837	Lulohlevirus	2842319	genus
2842838	Luthavirus	2842319	genus
2842839	Lygehevirus	2842332	genus
2842840	Lyndovirus	2842332	genus
2842841	Madisduvirus	2842314	genus
2842842	Mahdsavirus	2842332	genus
2842843	Mahjnavirus	2842332	genus
2842844	Mahqeavirus	2842319	genus
2842846	Mahraivirus	2842319	genus
2842847	Mahshuvirus	2842331	genus
2842848	Maldovirus	10811	genus
2842849	Manohtivirus	2842319	genus
2842850	Manrohovirus	2842319	genus
2842851	Manticavirus	10374	genus
2842852	Manuelvirus	2842520	genus
2842853	Marskhivirus	2842315	genus
2842854	Marsupivirus	2946627	genus
2842855	Martavirus	2842319	genus
2842856	Matervirus	2560070	genus
2842857	Matsuvirus	2842414	genus
2842858	Meblowovirus	2842319	genus
2842859	Mehraxmevirus	2842319	genus
2842860	Meihzavirus	2842243	genus
2842861	Mekintivirus	2842319	genus
2842862	Melvirus	2842333	genus
2842863	Merhavirus	2842407	genus
2842864	Methovirus	2842319	genus
2842865	Metsavirus	2842332	genus
2842867	Mihkrovirus	2842319	genus
2842868	Milihnovirus	2842332	genus
2842869	Mingyongvirus	2842328	genus
2842870	Minhovirus	2842424	genus
2842871	Mintinovirus	2842331	genus
2842872	Mintuvirus	2842319	genus
2842873	Minusuvirus	2842332	genus
2842874	Mitdiwavirus	2842314	genus
2842875	Mocruvirus	2842332	genus
2842876	Moloevirus	2842314	genus
2842877	Molucevirus	2842332	genus
2842878	Monamovirus	2842319	genus
2842879	Monekavirus	2842314	genus
2842880	Moonbeamvirus	2560070	genus
2842881	Mooreparkvirus	2560065	genus
2842882	Morsusvirus	2501952	genus
2842883	Mucrahivirus	2842319	genus
2842884	Mulcrilevirus	10811	genus
2842885	Muscarsatellite	2842420	genus
2842886	Muscodensovirus	40120	genus
2842887	Muyegivirus	2842319	genus
2842888	Mydovirus	1911928	genus
2842889	Myducvirus	2842409	genus
2842890	Myriavirus	2842324	genus
2842891	Nadsecevirus	2842319	genus
2842892	Nahantvirus	2842421	genus
2842893	Nahjiuvirus	2842319	genus
2842894	Nahrudavirus	2842319	genus
2842895	Nahsuvirus	2842319	genus
2842896	Nehohpavirus	2842315	genus
2842897	Nehpavirus	2842315	genus
2842898	Nehujevirus	2842314	genus
2842899	Nehumivirus	2842332	genus
2842900	Neratovirus	2842314	genus
2842901	Niankuvirus	2842319	genus
2842902	Nicedsevirus	2842243	genus
2842903	Nigecruvirus	2501952	genus
2842904	Niginuvirus	2842314	genus
2842905	Nihlwovirus	2842332	genus
2842906	Nihucivirus	2842319	genus
2842907	Niuhvovirus	2842319	genus
2842908	Nochtlivirus	2842527	genus
2842909	Noehsivirus	2842319	genus
2842910	Norwavirus	1980415	genus
2842911	Novemvirus	2946167	genus
2842912	Nuihimevirus	2842319	genus
2842913	Obhoarovirus	2842315	genus
2842914	Obscuruvirus	2842313	genus
2842915	Oceshuvirus	2842319	genus
2842917	Ociwvivirus	2842332	genus
2842918	Odiravirus	2842331	genus
2842919	Odonatavirus	2501952	genus
2842920	Oekfovirus	2842331	genus
2842921	Ollusvirus	2842313	genus
2842922	Olmsdivirus	2842319	genus
2842923	Omegatorquevirus	687329	genus
2842925	Omohevirus	2842319	genus
2842926	Onohmuvirus	2842319	genus
2842927	Opdykovirus	2842319	genus
2842928	Opunvirus	10811	genus
2842929	Orthocurvulavirus	2842317	genus
2842930	Osigowavirus	2842319	genus
2842931	Owenocuvirus	2842319	genus
2842932	Oxychlovirus	2842319	genus
2842933	Pacehavirus	2842315	genus
2842934	Pacinivirus	2842329	genus
2842935	Pagohnivirus	2842314	genus
2842936	Pahdacivirus	2842315	genus
2842937	Pahspavirus	2842332	genus
2842938	Palsdevirus	2842319	genus
2842940	Patimovirus	2842332	genus
2842941	Paulavirus	2184034	genus
2842942	Paundecimvirus	2842333	genus
2842943	Paysduvirus	2842319	genus
2842944	Pebcunavirus	2842526	genus
2842945	Pediavirus	2501952	genus
2842946	Peeveelvirus	2842523	genus
2842947	Pehohrivirus	2842319	genus
2842948	Pehsaduvirus	2842319	genus
2842949	Penicillimonavirus	1883067	genus
2842950	Penoulivirus	2560063	genus
2842951	Pepevirus	2842319	genus
2842952	Pepusduvirus	2842332	genus
2842953	Perrunavirus	2842319	genus
2842954	Philtcovirus	2842319	genus
2842955	Phobpsivirus	2842319	genus
2842956	Phulihavirus	2842332	genus
2842957	Phulivirus	2842319	genus
2842958	Phyllomonavirus	1883067	genus
2842959	Pihngevirus	2842314	genus
2842960	Piponevirus	2842319	genus
2842961	Pipunevirus	2842319	genus
2842962	Pirifovirus	2842332	genus
2842963	Piscichuvirus	2501952	genus
2842965	Plasmopamonavirus	1883067	genus
2842966	Plymouthvirus	2842422	genus
2842967	Podtsbuvirus	2842332	genus
2842968	Pohlevirus	2842319	genus
2842969	Pohlodivirus	2842332	genus
2842970	Pohlydovirus	2842314	genus
2842971	Pohtamavirus	2842319	genus
2842972	Pokkenvirus	2842329	genus
2842973	Pollockvirus	2842416	genus
2842974	Pomeroyivirus	2842422	genus
2842975	Poncivirus	2842319	genus
2842976	Pourcelvirus	2842423	genus
2842977	Presleyvirus	2842329	genus
2842978	Psehatovirus	2842319	genus
2842979	Pseudotevenvirus	2946170	genus
2842980	Psiaduvirus	2842332	genus
2842981	Psimevirus	2842319	genus
2842983	Psoetuvirus	2842314	genus
2842984	Psouhdivirus	2842332	genus
2842985	Pterovirus	2501952	genus
2842986	Pudlivirus	2842319	genus
2842987	Puduphavirus	2842332	genus
2842988	Puhrivirus	2842331	genus
2842989	Puirovirus	2842331	genus
2842990	Pujohnavirus	2842332	genus
2842991	Pushchinovirus	2842529	genus
2842993	Pylasvirus	2842416	genus
2842994	Qeihnovirus	2842314	genus
2842996	Quwivirus	10357	genus
2842997	Radbaivirus	2842319	genus
2842998	Rainacovirus	2842314	genus
2842999	Rajidapivirus	2946635	genus
2843000	Raunefjordenvirus	2842422	genus
2843001	Rehihmevirus	2842319	genus
2843002	Rehudzovirus	2842319	genus
2843003	Reipivirus	2946167	genus
2843004	Rhizomonavirus	1883067	genus
2843005	Rhizoulivirus	2560063	genus
2843006	Rhohmbavirus	2842315	genus
2843007	Rhotorquevirus	687329	genus
2843008	Riverridervirus	2842329	genus
2843009	Rodtovirus	2842332	genus
2843010	Rohsdrivirus	2842332	genus
2843011	Ruflodivirus	186534	genus
2843012	Rusvolovirus	2842319	genus
2843013	Sabavirus	1980415	genus
2843014	Sabourvirus	2842409	genus
2843015	Saikungvirus	2842527	genus
2843016	Salchichonvirus	2560065	genus
2843017	Salinovirus	2842333	genus
2843018	Samuneavirus	2842318	genus
2843019	Sanyabayvirus	2842422	genus
2843020	Scarabeuvirus	2501952	genus
2843021	Scloravirus	2842314	genus
2843022	Scuadavirus	2842319	genus
2843023	Sculuvirus	2842243	genus
2843024	Sdenfavirus	2842332	genus
2843025	Sdonativirus	2842314	genus
2843026	Sdribtuvirus	2842314	genus
2843027	Secretariatvirus	2842524	genus
2843028	Sehcovirus	2842319	genus
2843029	Sehpovirus	2842319	genus
2843030	Semodevirus	2842315	genus
2843031	Setohruvirus	2842332	genus
2843032	Sexopuavirus	2842331	genus
2843033	Seybrovirus	2842319	genus
2843034	Shamshuipovirus	2842527	genus
2843035	Shebanavirus	2842319	genus
2843036	Shihmovirus	2842315	genus
2843037	Shihovirus	2842319	genus
2843038	Shihwivirus	2842315	genus
2843039	Sholavirus	2842319	genus
2843040	Shomudavirus	2842319	genus
2843041	Shopitevirus	2842314	genus
2843042	Shuravirus	2842319	genus
2843043	Sidiruavirus	2842332	genus
2843044	Sigmatorquevirus	687329	genus
2843046	Sincthavirus	2842319	genus
2843047	Siophivirus	2560070	genus
2843048	Siovirus	2842410	genus
2843049	Skhembuvirus	2842319	genus
2843050	Skrubnovirus	2842243	genus
2843051	Slepowronvirus	2842530	genus
2843052	Smudhfivirus	2842319	genus
2843053	Snuwdevirus	2842332	genus
2843054	Soetuvirus	2842319	genus
2843055	Somasatellite	283494	genus
2843056	Sperdavirus	2842332	genus
2843057	Sphonivirus	2842319	genus
2843058	Stehlmavirus	2842319	genus
2843059	Stehnavirus	2842332	genus
2843060	Stoningtonvirus	2842414	genus
2843061	Stupavirus	2842314	genus
2843062	Suhnsivirus	2842332	genus
2843063	Surghavirus	2842332	genus
2843064	Susfortunavirus	2842320	genus
2843065	Swihdzovirus	2842319	genus
2843066	Taceavirus	2501952	genus
2843067	Tahluvirus	2842319	genus
2843068	Tamanovirus	2842332	genus
2843069	Tanisvirus	2842524	genus
2843071	Tapikevirus	2842319	genus
2843073	Teciucevirus	2842319	genus
2843074	Tehdravirus	2842319	genus
2843075	Tehmuvirus	2842332	genus
2843076	Tehnexuvirus	2842319	genus
2843077	Tehnicivirus	2842332	genus
2843078	Tehuhdavirus	2842318	genus
2843079	Testadenovirus	10508	genus
2843080	Tetipavirus	2842243	genus
2843081	Tettorquevirus	687329	genus
2843082	Tetuambidensovirus	40120	genus
2843083	Thehlovirus	2842332	genus
2843084	Thidevirus	2842319	genus
2843085	Thiuhmevirus	2842331	genus
2843086	Thiwvovirus	2842319	genus
2843087	Thiyevirus	2842319	genus
2843088	Thobivirus	2842319	genus
2843090	Thyrsuvirus	2842332	genus
2843091	Tibirnivirus	2842315	genus
2843092	Ticahravirus	2842319	genus
2843093	Tikiyavirus	2842332	genus
2843094	Timirovirus	2842332	genus
2843095	Tinebovirus	2842315	genus
2843096	Tinytimothyvirus	2842521	genus
2843097	Tohkunevirus	2842331	genus
2843098	Tohvovirus	2842319	genus
2843099	Topilevirus	10811	genus
2843100	Trucevirus	2842319	genus
2843101	Tsecebavirus	2842314	genus
2843102	Tsuhreavirus	2842332	genus
2843103	Tuskovirus	2842332	genus
2843104	Tuwendivirus	2842332	genus
2843105	Tybeckvirus	2560065	genus
2843106	Tyrahlevirus	2842331	genus
2843108	Ureyisuvirus	2842319	genus
2843109	Usarudivirus	157897	genus
2843110	Ushumevirus	2842319	genus
2843111	Vendavirus	2842331	genus
2843112	Veravirus	2842410	genus
2843113	Vernevirus	2842332	genus
2843114	Vesehyavirus	2842332	genus
2843115	Veterinaerplatzvirus	2732045	genus
2843116	Vimunumvirus	2946167	genus
2843117	Vindevirus	2842332	genus
2843118	Vinehtivirus	2842319	genus
2843119	Vipivirus	2842333	genus
2843120	Vohsuavirus	2842319	genus
2843121	Voulevirus	2842331	genus
2843122	Waedenswilvirus	2842329	genus
2843123	Wahbolevirus	2842314	genus
2843124	Wahdswovirus	2842315	genus
2843125	Wahtavirus	2842319	genus
2843126	Wanchaivirus	2842527	genus
2843127	Wanderervirus	2842525	genus
2843128	Warsawvirus	2731653	genus
2843129	Watanabevirus	2560065	genus
2843130	Wawtorquevirus	687329	genus
2843131	Wecineivirus	2842314	genus
2843132	Weheuvirus	2842332	genus
2843133	Whietlevirus	2842319	genus
2843134	Whiflysatellite	283494	genus
2843135	Whilavirus	2842319	genus
2843136	Whodehavirus	2842314	genus
2843137	Widsokivirus	2842332	genus
2843138	Winunavirus	2842243	genus
2843139	Wishivirus	2842331	genus
2843140	Wohudhevirus	2842319	genus
2843141	Wongtaivirus	2842527	genus
2843142	Wulosvivirus	2842314	genus
2843143	Wyahnevirus	2842319	genus
2843144	Xinspivirus	1980415	genus
2843145	Xitorquevirus	687329	genus
2843146	Yahnavirus	2842319	genus
2843147	Yautsimvirus	2842527	genus
2843148	Yekorevirus	2842314	genus
2843149	Yemegivirus	2842319	genus
2843150	Yenihzavirus	2842315	genus
2843151	Yeshinuvirus	2842314	genus
2843152	Yeziwivirus	2842332	genus
2843153	Yingchengvirus	2842330	genus
2843154	Yohcadevirus	2842319	genus
2843155	Yonginvirus	2842413	genus
2843156	Yongunavirus	2946167	genus
2843157	Yuhrihovirus	2842319	genus
2843159	Zedzedvirus	2842519	genus
2843160	Zetapolyomavirus	151341	genus
2843161	Zicotriavirus	2842329	genus
2843162	Zurivirus	2842329	genus
2843163	Zuysuivirus	2842332	genus
2843342	Agmunavirus	2731619	genus
2843343	Aguilavirus	2731619	genus
2843344	Alachuavirus	2731619	genus
2843345	Alegriavirus	2731619	genus
2843346	Anjalivirus	2731619	genus
2843347	Annadreamyvirus	2731619	genus
2843348	Arawnvirus	2731619	genus
2843349	Ashduovirus	2731619	genus
2843350	Astrithrvirus	2731619	genus
2843351	Audreyjarvisvirus	2731619	genus
2843352	Avanivirus	2946632	genus
2843353	Ayohtrevirus	2731619	genus
2843354	Badaztecvirus	2731619	genus
2843355	Bakolyvirus	2731619	genus
2843356	Bcepfunavirus	2731619	genus
2843357	Beceayunavirus	2731619	genus
2843358	Becedseptimavirus	2731619	genus
2843359	Behunavirus	2731619	genus
2843360	Bievrevirus	2731619	genus
2843361	Borockvirus	2731619	genus
2843362	Burrovirus	2731619	genus
2843363	Camtrevirus	2731619	genus
2843364	Chertseyvirus	2731619	genus
2843365	Chopinvirus	2731619	genus
2843366	Cimandefvirus	2731619	genus
2843367	Colneyvirus	2731619	genus
2843368	Colunavirus	2731619	genus
2843369	Cornievirus	2946632	genus
2843370	Coventryvirus	2731619	genus
2843371	Cukevirus	2731619	genus
2843372	Delislevirus	2731619	genus
2843373	Deurplevirus	2731619	genus
2843374	Dibbivirus	2731619	genus
2843375	Dinavirus	2731619	genus
2843376	Donellivirus	2731619	genus
2843377	Dybvigvirus	2731619	genus
2843378	Elmenteitavirus	2731619	genus
2843379	Fattrevirus	2731619	genus
2843381	Firingavirus	2731619	genus
2843382	Fowlmouthvirus	2731619	genus
2843383	Fremauxvirus	2731619	genus
2843384	Fukuivirus	2731619	genus
2843385	Gervaisevirus	2731619	genus
2843386	Gilsonvirus	2731619	genus
2843387	Glaedevirus	2731619	genus
2843389	Haloferacalesvirus	2946190	genus
2843390	Hattifnattvirus	2731619	genus
2843391	Hnatkovirus	2731619	genus
2843392	Hubeivirus	2731619	genus
2843393	Iaduovirus	2731619	genus
2843394	Indlulamithivirus	2731619	genus
2843395	Jarrellvirus	2731619	genus
2843396	Jouyvirus	2731619	genus
2843397	Junavirus	2731619	genus
2843398	Kamchatkavirus	2731619	genus
2843399	Kanagawavirus	1198136	genus
2843400	Karimacvirus	2946625	genus
2843402	Knuthellervirus	2731619	genus
2843403	Konstantinevirus	2731619	genus
2843404	Kozyakovvirus	2731619	genus
2843405	Kuleanavirus	2731619	genus
2843406	Kungbxnavirus	2731619	genus
2843407	Kylevirus	2731619	genus
2843408	Labanvirus	2946157	genus
2843409	Lacnuvirus	2731619	genus
2843410	Lafunavirus	2731619	genus
2843411	Lahexavirus	2731619	genus
2843412	Lambovirus	2731619	genus
2843413	Larmunavirus	2731619	genus
2843414	Lastavirus	2731619	genus
2843415	Latrobevirus	2731619	genus
2843416	Leicestervirus	2731619	genus
2843417	Lietduovirus	2731619	genus
2843418	Lillamyvirus	2731619	genus
2843419	Marfavirus	2731619	genus
2843420	Marienburgvirus	2731619	genus
2843421	Menderavirus	2731619	genus
2843422	Moabitevirus	2731619	genus
2843423	Moturavirus	2731619	genus
2843424	Mufasoctovirus	2731619	genus
2843425	Muldoonvirus	2731619	genus
2843426	Muminvirus	2731619	genus
2843427	Myoalterovirus	2731619	genus
2843428	Myosmarvirus	2731619	genus
2843429	Nesevirus	2731619	genus
2843430	Nevevirus	2731619	genus
2843431	Nylescharonvirus	2731619	genus
2843432	Pankowvirus	2731619	genus
2843433	Parlovirus	2731619	genus
2843434	Pemunavirus	2731619	genus
2843435	Pippivirus	2946174	genus
2843436	Plateaulakevirus	2731619	genus
2843437	Pleeduovirus	2731619	genus
2843438	Pleetrevirus	2731619	genus
2843439	Predatorvirus	2731619	genus
2843440	Privateervirus	2731619	genus
2843441	Questintvirus	2731619	genus
2843442	Radostvirus	2731619	genus
2843443	Rahariannevirus	2731619	genus
2843444	Ravarandavirus	2731619	genus
2843445	Rockefellervirus	2731619	genus
2843446	Rockvillevirus	2731619	genus
2843447	Ronodorvirus	2946160	genus
2843448	Saintgironsvirus	2731619	genus
2843449	Sandinevirus	2731619	genus
2843450	Sarumanvirus	2731619	genus
2843451	Sawaravirus	2731619	genus
2843452	Sendosyvirus	2731619	genus
2843453	Seongbukvirus	2731619	genus
2843454	Shandongvirus	2731619	genus
2843455	Sherbrookevirus	2731619	genus
2843456	Shirahamavirus	2731619	genus
2843457	Sleepyheadvirus	2731619	genus
2843458	Sozzivirus	2731619	genus
2843459	Sparkyvirus	2731619	genus
2843460	Spizizenvirus	2731619	genus
2843461	Squirtyvirus	2946632	genus
2843462	Sukhumvitvirus	2731619	genus
2843463	Takahashivirus	2731619	genus
2843464	Tandoganvirus	2731619	genus
2843465	Tantvirus	2731619	genus
2843466	Teubervirus	2731619	genus
2843467	Thetabobvirus	2946632	genus
2843468	Triplejayvirus	2731619	genus
2843469	Uwajimavirus	2731619	genus
2843470	Vedamuthuvirus	2731619	genus
2843471	Vibakivirus	2731619	genus
2843472	Waukeshavirus	2731619	genus
2843473	Whackvirus	2731619	genus
2843474	Whiteheadvirus	2731619	genus
2843475	Wumpquatrovirus	2731619	genus
2843476	Wumptrevirus	2731619	genus
2843477	Yongloolinvirus	2731619	genus
2843478	Yonseivirus	2943001	genus
2942894	Microwolfvirus	2731619	genus
2942978	Akihdevirus	2942967	genus
2942979	Kahnovirus	2942967	genus
2942980	Kehishuvirus	2942967	genus
2942981	Paundivirus	2942967	genus
2942982	Wulfhauvirus	2942967	genus
2942989	Afonbuvirus	2942968	genus
2942990	Canhaevirus	2942969	genus
2942991	Cohcovirus	2942969	genus
2942992	Culoivirus	2942969	genus
2942993	Blohavirus	2942974	genus
2942994	Buchavirus	2942974	genus
2942995	Dechshavirus	2942966	genus
2943002	Broinstvirus	2943001	genus
2943003	Cenphatecvirus	2943001	genus
2943004	Dunedinvirus	2943001	genus
2943005	Enchivirus	2943001	genus
2943006	Fengtaivirus	2943001	genus
2943007	Gediminasvirus	2943001	genus
2943008	Gwanakrovirus	2943001	genus
2943009	Jacunavirus	2943001	genus
2943010	Kokobelvirus	2943001	genus
2943011	Lavrentievavirus	2943001	genus
2943012	Maxdohrnvirus	2943001	genus
2943013	Newforgelanevirus	2943001	genus
2943014	Phobosvirus	2943001	genus
2943015	Redjacvirus	2943001	genus
2943016	Salvovirus	2943001	genus
2943017	Seodaemunguvirus	2943001	genus
2943018	Sessunavirus	2943001	genus
2943019	Sharonstreetvirus	2943001	genus
2943020	Zhonglingvirus	2943001	genus
2944849	Swiduovirus	2731619	genus
2946787	Akiravirus	2731619	genus
2946788	Alasvirus	2501985	genus
2946789	Alisovirus	2946160	genus
2946790	Alphafusarivirus	1661063	genus
2946791	Alphahypovirus	39748	genus
2946792	Alphapironavirus	2946643	genus
2946793	Alphayadokarivirus	2946194	genus
2946794	Amginevirus	2946648	genus
2946795	Aminayvirus	2946648	genus
2946796	Amplylivirus	2842407	genus
2946797	Anayavirus	2946648	genus
2946798	Andurilvirus	2946178	genus
2946799	Angainorvirus	2946189	genus
2946800	Angelvirus	2946170	genus
2946802	Anicalvirus	2501987	genus
2946803	Anidravirus	2501987	genus
2946804	Anthonyvirus	2731619	genus
2946805	Antsirabevirus	2946631	genus
2946806	Aptresvirus	2946167	genus
2946808	Archimedesvirus	2731619	genus
2946809	Arnorvirus	2946178	genus
2946810	Arsyunavirus	2946167	genus
2946811	Aurodevirus	2942977	genus
2946812	Avihepevirus	2946639	genus
2946813	Avocadovirus	2946631	genus
2946814	Bacelvirus	2946166	genus
2946815	Backyardiganvirus	2731619	genus
2946816	Baltivirus	2946166	genus
2946817	Banmivirus	1914297	genus
2946818	Beejeyvirus	2976944	genus
2946819	Benedictvirus	2731619	genus
2946820	Beograduvirus	2946634	genus
2946821	Besingivirus	2942977	genus
2946822	Betabotoulivirus	2560063	genus
2946823	Betafusarivirus	1661063	genus
2946824	Betahypovirus	39748	genus
2946825	Betarhizoulivirus	2560063	genus
2946826	Betascleroulivirus	2560063	genus
2946827	Betayadokarivirus	2946194	genus
2946828	Bippervirus	2731619	genus
2946829	Birdsnestvirus	1982876	genus
2946830	Birpovirus	2942977	genus
2946831	Bluvavirus	69973	genus
2946832	Bohxovirus	2942975	genus
2946833	Bonaevitaevirus	2946642	genus
2946834	Bosavirus	2946626	genus
2946835	Bracchivirus	2946167	genus
2948639	Bragavirus	2946170	genus
2948640	Bristolvirus	2946160	genus
2948641	Bromdenvirus	2946636	genus
2948642	Buchananvirus	2731619	genus
2948643	Buhlduvirus	2942975	genus
2948644	Buorbuivirus	2942974	genus
2948645	Burzaovirus	2942975	genus
2948646	Cacepaovirus	2942975	genus
2948647	Caelumvirus	1982875	genus
2948648	Callevirus	2946168	genus
2948649	Caminolopintovirus	2731619	genus
2948650	Captovirus	2946183	genus
2948651	Carettavirus	2946170	genus
2948652	Carjivirus	2942972	genus
2948653	Catfishvirus	2946645	genus
2948654	Cebadecemvirus	2946156	genus
2948655	Cedarrivervirus	2731619	genus
2948656	Celiavirus	1982875	genus
2948657	Cellubavirus	2946156	genus
2948658	Cetarhavirus	2842407	genus
2948659	Chalconvirus	2946160	genus
2948660	Chaovirus	2946172	genus
2948661	Chirohepevirus	2946639	genus
2948662	Chrysonvirus	2946170	genus
2948663	Chuhaivirus	2942975	genus
2948664	Cicadellivirus	1980417	genus
2948665	Cinqassovirus	2946170	genus
2948667	Clownvirus	2731619	genus
2948668	Coatlandelriovirus	2731619	genus
2948669	Copasivirus	2501987	genus
2948670	Cybitervirus	2501987	genus
2948671	Dabirmavirus	2942972	genus
2948672	Dagavirus	2946167	genus
2948673	Damravirus	2501987	genus
2948674	Dardanusvirus	2946645	genus
2948675	Deltahypovirus	39748	genus
2948676	Deltascleroulivirus	2560063	genus
2948677	Denvervirus	2946623	genus
2948678	Deseoctovirus	2731619	genus
2948679	Dexdertvirus	2731619	genus
2948680	Diorhovirus	2942972	genus
2948681	Doupovirus	2501985	genus
2948682	Dpdavirus	2946180	genus
2948683	Draselvirus	2501985	genus
2948684	Drivevirus	2942972	genus
2948685	Drunivirus	2501985	genus
2948686	Duamitovirus	2732892	genus
2948687	Duodecimduovirus	2946167	genus
2948688	Delmidovirus	2942972	genus
2948689	Eagleeyevirus	2731619	genus
2948690	Efbeekayvirus	2842329	genus
2948691	Efekovirus	2946642	genus
2948692	Eilatmyovirus	2946193	genus
2948693	Electravirus	2842329	genus
2948694	Elemovirus	2731619	genus
2948695	Elveevirus	2946167	genus
2948696	Emcearvirus	2946160	genus
2948697	Endlipuvirus	2942972	genus
2948698	Epaquintavirus	2946626	genus
2948699	Epsilonhypovirus	39748	genus
2948700	Epsilonscleroulivirus	2560063	genus
2948701	Etahypovirus	39748	genus
2948703	Evevirus	2946167	genus
2948704	Exceevirus	2842329	genus
2948705	Faithunavirus	2946636	genus
2948706	Finchvirus	2731619	genus
2948708	Fionnbharthvirus	2946648	genus
2948709	Fohxhuevirus	2942976	genus
2948710	Foxborovirus	2946629	genus
2948711	Foxquatrovirus	2731619	genus
2948712	Foxunavirus	2731619	genus
2948713	Freyavirus	2946158	genus
2948714	Galenevirus	2946160	genus
2948716	Gambievirus	2501985	genus
2948717	Gammaflexivirus	675061	genus
2948718	Gammafusarivirus	1661063	genus
2948720	Gammascleroulivirus	2560063	genus
2948721	Ganiavirus	2501987	genus
2948722	Gegavirus	2946167	genus
2948723	Gegevirus	2946167	genus
2948724	Gemsvirus	2946167	genus
2948725	Gibbetvirus	2946160	genus
2948726	Gladiatorvirus	2731619	genus
2948727	Glamdringvirus	2946178	genus
2948728	Glaucusvirus	2946160	genus
2948729	Greenvirus	2946160	genus
2948730	Grondvirus	2946178	genus
2948731	Gruunavirus	2946629	genus
2948732	Gualtarvirus	2946170	genus
2948733	Gundelvirus	2946166	genus
2948734	Gylbovirus	2501985	genus
2948736	Hacihdavirus	2942976	genus
2948737	Hadakavirus	2946195	genus
2948738	Hagravirus	2946191	genus
2948752	Haifavirus	2946160	genus
2948754	Harrekavirus	2946155	genus
2948755	Harrisonburgvirus	2731619	genus
2948757	Hautrevirus	1982875	genus
2948758	Herugrimvirus	2946178	genus
2948759	Hoptevirus	2501985	genus
2948760	Huangshavirus	2842328	genus
2948761	Hungariovirus	2731619	genus
2948763	Illuinvirus	2946178	genus
2948764	Immutovirus	2731619	genus
2948765	Imvubuvirus	1982876	genus
2948766	Ingelinevirus	2946157	genus
2948767	Jahgtovirus	2942970	genus
2948768	Jamesmcgillvirus	2731619	genus
2948769	Janusvirus	1982875	genus
2948770	Jiangsuvirus	2946170	genus
2948771	Jolieduovirus	2946631	genus
2948772	Jujuvirus	2731619	genus
2948773	Julieunavirus	1982876	genus
2948774	Junduvirus	2942971	genus
2948775	Justusliebigvirus	2946646	genus
2948776	Kablunavirus	2946629	genus
2948777	Kagamiyamavirus	1198136	genus
2948778	Kahucivirus	2942973	genus
2948779	Kapieceevirus	2946167	genus
2948780	Kayeltresvirus	2946167	genus
2948781	Keshuvirus	2946648	genus
2948782	Keylargovirus	2946162	genus
2948783	Khurdivirus	1980416	genus
2948784	Kimonavirus	2731619	genus
2948785	Kingevirus	2942973	genus
2948786	Klumppvirus	2560065	genus
2948787	Kolpuevirus	2942967	genus
2948788	Kratiovirus	2946648	genus
2948789	Kroosvirus	2731619	genus
2948790	Kumaovirus	2946173	genus
2948791	Kunmingvirus	2731619	genus
2948792	Kvaramitovirus	2732892	genus
2948793	Lahndsivirus	2942967	genus
2948794	Lakivirus	1980416	genus
2948795	Lambavirus	1980416	genus
2948796	Laminvirus	2946190	genus
2948797	Lebriduvirus	2942967	genus
2948798	Leefvirus	2946159	genus
2948799	Leocovirus	2501987	genus
2948800	Leonardvirus	2731619	genus
2948801	Lilbeanievirus	2731619	genus
2948802	Lilmcdreamyvirus	1982876	genus
2948803	Lipsvirus	2946160	genus
2948805	Lophivirus	10860	genus
2948806	Lowelvirus	2946160	genus
2948807	Luchadorvirus	2731619	genus
2948808	Lumosvirus	2946636	genus
2948809	Macariavirus	2946160	genus
2948810	Macdonaldcampvirus	2731619	genus
2948811	Madalivirus	2501985	genus
2948812	Mahlunavirus	2942967	genus
2948813	Mahstovirus	2942967	genus
2948814	Makelovirus	2946160	genus
2948816	Manovirus	2731619	genus
2948817	Mazarbulvirus	2946189	genus
2948818	Menegrothvirus	2946188	genus
2948819	Menthavirus	69973	genus
2948821	Metforvirus	2946184	genus
2948822	Micavirus	2731619	genus
2948823	Mincapvirus	2946190	genus
2948824	Minorvirus	2946190	genus
2948825	Mithrilvirus	2946189	genus
2948826	Mollyvirus	2946163	genus
2948827	Moomoovirus	2946632	genus
2948828	Mosugukvirus	1198136	genus
2948829	Mycoabscvirus	2731619	genus
2948831	Mylasvirus	2946170	genus
2948832	Myradeevirus	2731619	genus
2948833	Myrnavirus	2946628	genus
2948834	Nasenivirus	2946637	genus
2948835	Nauglamirvirus	2946188	genus
2948836	Nekkelsvirus	2946156	genus
2948837	Nematovirus	2501987	genus
2948838	Neritesvirus	2946160	genus
2948839	Nilusvirus	2946160	genus
