taxid	name
2948650	Captovirus
2948651	Carettavirus
2948652	Carjivirus
2948653	Catfishvirus
2948654	Cebadecemvirus
2948655	Cedarrivervirus
2948656	Celiavirus
2948657	Cellubavirus
2948658	Cetarhavirus
2948659	Chalconvirus
2948660	Chaovirus
2948661	Chirohepevirus
2948662	Chrysonvirus
2948663	Chuhaivirus
2948664	Cicadellivirus
2948665	Cinqassovirus
2948667	Clownvirus
2948668	Coatlandelriovirus
2948669	Copasivirus
2948670	Cybitervirus
2948671	Dabirmavirus
2948672	Dagavirus
2948673	Damravirus
2948674	Dardanusvirus
2948675	Deltahypovirus
2948676	Deltascleroulivirus
2948677	Denvervirus
2948678	Deseoctovirus
2948679	Dexdertvirus
2948680	Diorhovirus
2948681	Doupovirus
2948682	Dpdavirus
2948683	Draselvirus
2948684	Drivevirus
2948685	Drunivirus
2948686	Duamitovirus
2948687	Duodecimduovirus
2948688	Delmidovirus
2948689	Eagleeyevirus
2948690	Efbeekayvirus
2948691	Efekovirus
2948692	Eilatmyovirus
2948693	Electravirus
2948694	Elemovirus
2948695	Elveevirus
2948696	Emcearvirus
2948697	Endlipuvirus
2948698	Epaquintavirus
2948699	Epsilonhypovirus
2948700	Epsilonscleroulivirus
2948701	Etahypovirus
2948703	Evevirus
2948704	Exceevirus
2948705	Faithunavirus
2948706	Finchvirus
2948708	Fionnbharthvirus
2948709	Fohxhuevirus
2948710	Foxborovirus
2948711	Foxquatrovirus
2948712	Foxunavirus
2948713	Freyavirus
2948714	Galenevirus
2948716	Gambievirus
2948717	Gammaflexivirus
2948718	Gammafusarivirus
2948720	Gammascleroulivirus
2948721	Ganiavirus
2948722	Gegavirus
2948723	Gegevirus
2948724	Gemsvirus
2948725	Gibbetvirus
2948726	Gladiatorvirus
2948727	Glamdringvirus
2948728	Glaucusvirus
2948729	Greenvirus
2948730	Grondvirus
2948731	Gruunavirus
2948732	Gualtarvirus
2948733	Gundelvirus
2948734	Gylbovirus
2948736	Hacihdavirus
2948737	Hadakavirus
2948738	Hagravirus
2948752	Haifavirus
2948754	Harrekavirus
2948755	Harrisonburgvirus
2948757	Hautrevirus
2948758	Herugrimvirus
2948759	Hoptevirus
2948760	Huangshavirus
2948761	Hungariovirus
2948762	Ichnovirus
2948763	Illuinvirus
2948764	Immutovirus
2948765	Imvubuvirus
2948766	Ingelinevirus
2948767	Jahgtovirus
2948768	Jamesmcgillvirus
2948769	Janusvirus
2948770	Jiangsuvirus
2948771	Jolieduovirus
2948772	Jujuvirus
2948773	Julieunavirus
2948774	Junduvirus
2948775	Justusliebigvirus
2948776	Kablunavirus
2948777	Kagamiyamavirus
2948778	Kahucivirus
2948779	Kapieceevirus
2948780	Kayeltresvirus
2948781	Keshuvirus
2948782	Keylargovirus
2948783	Khurdivirus
2948784	Kimonavirus
2948785	Kingevirus
2948786	Klumppvirus
2948787	Kolpuevirus
2948788	Kratiovirus
2948789	Kroosvirus
2948790	Kumaovirus
2948791	Kunmingvirus
2948792	Kvaramitovirus
2948793	Lahndsivirus
2948794	Lakivirus
2948795	Lambavirus
2948796	Laminvirus
2948797	Lebriduvirus
2948798	Leefvirus
2948799	Leocovirus
2948800	Leonardvirus
2948801	Lilbeanievirus
2948802	Lilmcdreamyvirus
2948803	Lipsvirus
2948805	Lophivirus
2948806	Lowelvirus
2948807	Luchadorvirus
2948808	Lumosvirus
2948809	Macariavirus
2948810	Macdonaldcampvirus
2948811	Madalivirus
2948812	Mahlunavirus
2948813	Mahstovirus
2948814	Makelovirus
2948816	Manovirus
2948817	Mazarbulvirus
2948818	Menegrothvirus
2948819	Menthavirus
2948821	Metforvirus
2948822	Micavirus
2948823	Mincapvirus
2948824	Minorvirus
2948825	Mithrilvirus
2948826	Mollyvirus
2948827	Moomoovirus
2948828	Mosugukvirus
2948829	Mycoabscvirus
2948831	Mylasvirus
2948832	Myradeevirus
2948833	Myrnavirus
2948834	Nasenivirus
2948835	Nauglamirvirus
2948836	Nekkelsvirus
2948837	Nematovirus
2948838	Neritesvirus
2948839	Nilusvirus
2948840	Nimanivirus
2948842	Noahvirus
2948843	Oblavirus
2948844	Olivavirus
2948845	Oliverocinquevirus
2948846	Oliverunavirus
2948847	Omarvirus
2948849	Ormenosvirus
2948850	Orthodiscovirus
2948851	Orthopicobirnavirus
2948854	Pamirivirus
2948855	Paopuvirus
2948856	Pariacacavirus
2948857	Paslahepevirus
2948858	Pelmivirus
2948859	Penintadodekavirus
2948860	Peternellavirus
2948861	Pharaohvirus
2948862	Phelinovirus
2948863	Phialvirus
2948864	Phleivirus
2948865	Phrappuccinovirus
2948866	Pinnievirus
2948867	Pipoluvirus
2948869	Pleakleyvirus
2948871	Porrectionivirus
2948872	Potamoivirus
2948873	Pukovnikvirus
2948874	Puppervirus
2948875	Purkyvirus
2948876	Quadragintavirus
2948877	Quesadillavirus
2948878	Refugevirus
2948879	Replylivirus
2948880	Retbasiphovirus
2948881	Ringilvirus
2948882	Rivapovirus
2948883	Rocahepevirus
2948884	Rosariovirus
2948885	Roskildevirus
2948886	Sagamiharavirus
2948887	Saguarovirus
2948888	Saldibavirus
2948889	Saltrevirus
2948890	Salutenavirus
2948893	Sanstrivirus
2948894	Santafevirus
2948895	Sardinovirus
2948896	Schmidtvirus
2948897	Scophrhavirus
2948898	Sedonavirus
2948899	Seejivirus
2948900	Segzyvirus
2948901	Sentinelvirus
2948904	Shandvirus
2948905	Sheenvirus
2948906	Shuimuvirus
2948907	Sicregavirus
2948908	Siniperhavirus
2948910	Skatevirus
2948911	Skogvirus
2948912	Skysandvirus
2948913	Sokavirus
2948914	Stormageddonvirus
2948915	Stralarivirus
2948916	Stylovirus
2948917	Sukkupivirus
2948918	Supelovirus
2948919	Sustrivirus
2948920	Synelinevirus
2948921	Tapjovirus
2948922	Thalassavirus
2948923	Thetahypovirus
2948924	Thetapolyomavirus
2948925	Thonkovirus
2948926	Timshelvirus
2948927	Tinalinvirus
2948928	Tocinivirus
2948929	Tofonivirus
2948930	Tralespevirus
2948932	Triamitovirus
2948933	Triduovirus
2948934	Triniovirus
2948935	Tsukubavirus
2948936	Turbidovirus
2948937	Typhavirus
2948938	Ulegvirus
2948939	Unicornvirus
2948940	Unuamitovirus
2948941	Usmuvirus
2948942	Valbvirus
2948943	Valinorvirus
2948944	Vasivirus
2948945	Vebetovirus
2948946	Veracruzvirus
2948947	Vicoquintavirus
2948949	Vipetofemvirus
2948951	Wadgaonvirus
2948952	Whopevirus
2948953	Wotdevirus
2948954	Xaviavirus
2948955	Xenophyvirus
2948956	Xooduovirus
2948957	Xylavirus
2948959	Yeceytrevirus
2948960	Yosifvirus
2948963	Zitchvirus
2973078	Alternavirus
2976977	Incheonvirus
