task_id	hash	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	env	workdir	scratch	error_action
148	84/caf194	c4cf8aca-df56-41e8-a1d3-4fb1f9e7e124	RUN:PROFILE:TAXONOMY_RIBO:JOIN_FASTQ	-	RUN:PROFILE:TAXONOMY_RIBO:JOIN_FASTQ (7)	COMPLETED	0	-	wave.seqera.io/wt/7ef2c81edb75/securebio/nao-pypkg:latest	1	-	-	4 GB	1	2024-10-17 16:31:37.155	2024-10-17 16:32:16.272	2024-10-17 16:32:26.254	49.1s	9.9s	will-batch-queue	105.9%	0.0%	42.2 MB	1.4 GB	44.1 MB	1.4 GB	14 MB	7.8 MB	6652	167	0	168 KB	244	35	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/84/caf19409fd357b85d2169adb98eefe	-	-
119	2b/21947c	2127e5f9-031a-4524-aa27-6064c7863b09	RUN:PROFILE:TAXONOMY_NORIBO:JOIN_FASTQ	-	RUN:PROFILE:TAXONOMY_NORIBO:JOIN_FASTQ (1)	COMPLETED	0	-	wave.seqera.io/wt/7ef2c81edb75/securebio/nao-pypkg:latest	1	-	-	4 GB	1	2024-10-17 16:31:17.981	2024-10-17 16:32:16.163	2024-10-17 16:32:26.207	1m 8s	7.8s	will-batch-queue	111.6%	0.0%	43 MB	1.4 GB	44.4 MB	1.4 GB	12.6 MB	6.8 MB	4768	157	0	168 KB	226	33	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/2b/21947c57eb1c60977c204997890407	-	-
136	f2/932ae0	aec0493d-7a15-4ba6-a511-efcaa7e661db	RUN:PROFILE:TAXONOMY_RIBO:JOIN_FASTQ	-	RUN:PROFILE:TAXONOMY_RIBO:JOIN_FASTQ (4)	COMPLETED	0	-	wave.seqera.io/wt/7ef2c81edb75/securebio/nao-pypkg:latest	1	-	-	4 GB	1	2024-10-17 16:31:36.937	2024-10-17 16:32:16.271	2024-10-17 16:32:26.218	49.3s	7.1s	will-batch-queue	108.3%	0.0%	43 MB	1.4 GB	44.6 MB	1.4 GB	11.7 MB	5.8 MB	4935	130	0	168 KB	171	292	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/f2/932ae0dc1cb2ea2bc96084e9d55d81	-	-
169	8a/f4cfd8	4659516f-5368-47e6-96d0-721c856dfc31	RUN:PROFILE:TAXONOMY_NORIBO:SUMMARIZE_BBMERGE	-	RUN:PROFILE:TAXONOMY_NORIBO:SUMMARIZE_BBMERGE (10)	COMPLETED	0	-	wave.seqera.io/wt/263903d16055/eclipse/alpine_jdk8:latest	1	-	-	4 GB	1	2024-10-17 16:31:56.664	2024-10-17 16:32:16.453	2024-10-17 16:32:26.318	29.7s	1s	will-batch-queue	45.2%	0.0%	1.7 MB	10.5 MB	1.7 MB	14.5 MB	12.1 MB	6.7 MB	15653	28461	0	0	37148	7	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/8a/f4cfd83c8cf54113e704a6fd1e694e	-	-
143	76/932132	acffa05b-8ff8-4e96-b6a5-37e8e6272a2c	RUN:PROFILE:TAXONOMY_RIBO:JOIN_FASTQ	-	RUN:PROFILE:TAXONOMY_RIBO:JOIN_FASTQ (6)	COMPLETED	0	-	wave.seqera.io/wt/7ef2c81edb75/securebio/nao-pypkg:latest	1	-	-	4 GB	1	2024-10-17 16:31:37.056	2024-10-17 16:32:16.271	2024-10-17 16:32:26.231	49.2s	11.3s	will-batch-queue	117.2%	0.0%	42.8 MB	1.4 GB	44.2 MB	1.4 GB	15.4 MB	9.1 MB	7190	196	0	168 KB	296	485	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/76/9321326b36af1b16ad938ee0b51fcd	-	-
173	b2/ea01c8	d17b17ea-6234-452a-8608-fd870e48d875	RUN:HV:EXTRACT_UNCONC_READ_IDS	-	RUN:HV:EXTRACT_UNCONC_READ_IDS (1)	COMPLETED	0	-	wave.seqera.io/wt/7ef2c81edb75/securebio/nao-pypkg:latest	1	-	-	4 GB	1	2024-10-17 16:32:06.659	2024-10-17 16:32:16.455	2024-10-17 16:32:26.355	19.7s	106ms	will-batch-queue	55.5%	0.0%	6.5 MB	10.5 MB	6.5 MB	10.5 MB	919 KB	186 B	285	13	0	0	1	0	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/b2/ea01c8f8e623e9618f19e729244a6b	-	-
174	51/43fb9c	4c281dfd-c1ce-49cc-a238-311736d3f27c	RUN:HV:PROCESS_BOWTIE2_SAM_PAIRED	-	RUN:HV:PROCESS_BOWTIE2_SAM_PAIRED (1)	COMPLETED	0	-	wave.seqera.io/wt/ee1f46c29c28/pandas/pandas:pip-all	1	-	-	4 GB	1	2024-10-17 16:32:08.003	2024-10-17 16:32:26.355	2024-10-17 16:32:26.385	18.4s	795ms	will-batch-queue	484.0%	0.0%	3.3 MB	5.7 MB	3.3 MB	5.7 MB	15.1 MB	407.6 KB	1360	58	0	112 KB	5	0	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/51/43fb9cde9f084c264561427c9abda1	-	-
171	24/fc92e9	5577c83f-60ae-42e7-b06e-33dbdeac89d3	RUN:HV:BOWTIE2_HV	-	RUN:HV:BOWTIE2_HV (7)	COMPLETED	0	-	wave.seqera.io/wt/ee9a73f166e2/staphb/bowtie2:2.5.3	16	-	-	32 GB	1	2024-10-17 16:32:06.564	2024-10-17 16:32:16.454	2024-10-17 16:32:26.330	19.8s	5.3s	will-batch-queue	282.2%	0.9%	2.1 GB	3.9 GB	2.1 GB	3.9 GB	1.9 GB	19.6 MB	59268	1984	0	0	7306	6	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/24/fc92e9e48f6026af69676b45802844	-	-
170	66/6d0522	b0d12858-f6ce-42c4-b4be-183bb6208108	RUN:HV:BOWTIE2_HV	-	RUN:HV:BOWTIE2_HV (6)	COMPLETED	0	-	wave.seqera.io/wt/ee9a73f166e2/staphb/bowtie2:2.5.3	16	-	-	32 GB	1	2024-10-17 16:32:06.567	2024-10-17 16:32:16.454	2024-10-17 16:32:26.343	19.8s	6.5s	will-batch-queue	545.8%	0.9%	2.1 GB	3.9 GB	2.1 GB	3.9 GB	1.9 GB	42.2 MB	61228	3860	0	0	8036	20	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/66/6d05222453ded6afb03fda6b530b6f	-	-
116	ff/8f944c	0701ffce-afcb-4911-94d1-d77ad1597857	RUN:PROFILE:TAXONOMY_RIBO:JOIN_FASTQ	-	RUN:PROFILE:TAXONOMY_RIBO:JOIN_FASTQ (2)	COMPLETED	0	-	wave.seqera.io/wt/7ef2c81edb75/securebio/nao-pypkg:latest	1	-	-	4 GB	1	2024-10-17 16:31:17.982	2024-10-17 16:32:16.164	2024-10-17 16:32:36.202	1m 18s	20.1s	will-batch-queue	103.4%	0.0%	42.8 MB	1.4 GB	44.2 MB	1.4 GB	24.4 MB	17.3 MB	12814	325	0	168 KB	398	60	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/ff/8f944c9566f33e78fd0ed0a1994ffa	-	-
145	65/5974f6	b95e4c99-c15c-4331-b203-7cc5ebaf2b10	RUN:PROFILE:TAXONOMY_NORIBO:JOIN_FASTQ	-	RUN:PROFILE:TAXONOMY_NORIBO:JOIN_FASTQ (6)	COMPLETED	0	-	wave.seqera.io/wt/7ef2c81edb75/securebio/nao-pypkg:latest	1	-	-	4 GB	1	2024-10-17 16:31:37.048	2024-10-17 16:32:36.204	2024-10-17 16:32:36.223	59.2s	4.5s	will-batch-queue	151.6%	0.0%	42.9 MB	2.7 GB	44.3 MB	2.7 GB	8.4 MB	2.8 MB	3018	83	0	168 KB	150	20	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/65/5974f6557128ed79a1a908149af726	-	-
167	28/7dfa67	b8a78981-7771-4591-92f2-daf7125d26f4	RUN:PROFILE:TAXONOMY_RIBO:SUMMARIZE_BBMERGE	-	RUN:PROFILE:TAXONOMY_RIBO:SUMMARIZE_BBMERGE (10)	COMPLETED	0	-	wave.seqera.io/wt/263903d16055/eclipse/alpine_jdk8:latest	1	-	-	4 GB	1	2024-10-17 16:31:56.605	2024-10-17 16:32:16.451	2024-10-17 16:32:36.296	39.7s	11s	will-batch-queue	46.2%	0.0%	1.7 MB	10.5 MB	1.7 MB	14.5 MB	121.7 MB	67 MB	157329	274114	0	0	386835	259	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/28/7dfa6702039086cab12d831cc64629	-	-
162	09/9f656c	d9fa98a7-2773-4140-abcd-addf0f6f2210	RUN:PROFILE:TAXONOMY_RIBO:SUMMARIZE_BBMERGE	-	RUN:PROFILE:TAXONOMY_RIBO:SUMMARIZE_BBMERGE (9)	COMPLETED	0	-	wave.seqera.io/wt/263903d16055/eclipse/alpine_jdk8:latest	1	-	-	4 GB	1	2024-10-17 16:31:56.651	2024-10-17 16:32:16.452	2024-10-17 16:32:36.308	39.7s	8s	will-batch-queue	45.9%	0.0%	1.6 MB	10.5 MB	1.6 MB	14.5 MB	89.9 MB	49.7 MB	115889	216902	0	0	288222	38	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/09/9f656cd23c7d4f21f0575a8fa0077e	-	-
134	38/3285b7	ba2ae9aa-c695-4d9c-82f1-52b1505fb395	RUN:HV:BOWTIE2_HV	-	RUN:HV:BOWTIE2_HV (1)	COMPLETED	0	-	wave.seqera.io/wt/ee9a73f166e2/staphb/bowtie2:2.5.3	16	-	-	32 GB	1	2024-10-17 16:31:38.203	2024-10-17 16:32:16.273	2024-10-17 16:32:36.250	58s	9.9s	will-batch-queue	115.3%	0.8%	2.1 GB	3.9 GB	2.1 GB	3.9 GB	1.9 GB	11.9 MB	58612	1374	0	0	5296	10	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/38/3285b7745f15dfc271c39c293b0b55	-	-
175	ca/435c63	8e80aac0-daa7-4753-89df-a1e6a5e104fe	RUN:PROFILE:TAXONOMY_NORIBO:SUMMARIZE_DEDUP	-	RUN:PROFILE:TAXONOMY_NORIBO:SUMMARIZE_DEDUP (1)	COMPLETED	0	-	wave.seqera.io/wt/263903d16055/eclipse/alpine_jdk8:latest	1	-	-	4 GB	1	2024-10-17 16:32:16.451	2024-10-17 16:32:36.323	2024-10-17 16:32:36.357	19.9s	0ms	will-batch-queue	42.8%	0.0%	648 KB	6 MB	648 KB	6 MB	2.1 MB	1.6 MB	3151	3844	0	0	5	1	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/ca/435c63d52292b20b524230feeb647b	-	-
155	90/52cfae	052fb45e-466f-437e-ab13-4288bbeb9598	RUN:HV:TRIMMOMATIC	-	RUN:HV:TRIMMOMATIC (11)	COMPLETED	0	-	wave.seqera.io/wt/63a9687e0ce7/staphb/trimmomatic:0.39	16	-	-	32 GB	1	2024-10-17 16:31:46.936	2024-10-17 16:32:06.279	2024-10-17 16:32:36.282	49.3s	18.7s	will-batch-queue	72.3%	0.3%	654.4 MB	36.9 GB	654.4 MB	42 GB	2.4 MB	4.7 MB	4398	779990	0	76 KB	10	0	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/90/52cfaec2a8e2d844e415c046cde327	-	-
149	a3/7eb981	3420f56d-eec3-438f-be5c-2ec14bedab04	RUN:HV:TRIMMOMATIC	-	RUN:HV:TRIMMOMATIC (9)	COMPLETED	0	-	wave.seqera.io/wt/63a9687e0ce7/staphb/trimmomatic:0.39	16	-	-	32 GB	1	2024-10-17 16:31:46.882	2024-10-17 16:32:06.277	2024-10-17 16:32:36.270	49.4s	23.7s	will-batch-queue	68.5%	0.4%	903.9 MB	36.8 GB	918.6 MB	42 GB	2.7 MB	5.5 MB	4949	927225	0	232 KB	10	0	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/a3/7eb9813253031915c0a2ce30f27b6d	-	-
182	0d/46e931	77e2a972-19b0-4dac-a550-3de58220dcfa	RUN:PROFILE:TAXONOMY_RIBO:SUMMARIZE_DEDUP	-	RUN:PROFILE:TAXONOMY_RIBO:SUMMARIZE_DEDUP (2)	COMPLETED	0	-	wave.seqera.io/wt/263903d16055/eclipse/alpine_jdk8:latest	1	-	-	4 GB	1	2024-10-17 16:32:16.541	2024-10-17 16:32:26.386	2024-10-17 16:32:36.386	19.8s	1s	will-batch-queue	47.1%	0.0%	644 KB	6 MB	644 KB	6 MB	5 MB	3.8 MB	7392	9293	0	0	5	0	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/0d/46e931d8d943863b8e3bc92d441101	-	-
172	92/d8e36a	f3f6fb23-1a85-41e8-9010-07664a8e323f	RUN:HV:BOWTIE2_HV	-	RUN:HV:BOWTIE2_HV (8)	COMPLETED	0	-	wave.seqera.io/wt/ee9a73f166e2/staphb/bowtie2:2.5.3	16	-	-	32 GB	1	2024-10-17 16:32:06.633	2024-10-17 16:32:26.343	2024-10-17 16:32:36.322	29.7s	5.8s	will-batch-queue	268.7%	0.7%	1.7 GB	2 GB	1.7 GB	2 GB	1.9 GB	19.9 MB	59290	2020	0	0	6081	13	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/92/d8e36ac40dd98bb2afdd549c12690f	-	-
183	50/733874	818c8f42-410a-4bad-909c-5d13b26b1b0f	RUN:HV:EXTRACT_UNCONC_READ_IDS	-	RUN:HV:EXTRACT_UNCONC_READ_IDS (2)	COMPLETED	0	-	wave.seqera.io/wt/7ef2c81edb75/securebio/nao-pypkg:latest	1	-	-	4 GB	1	2024-10-17 16:32:16.572	2024-10-17 16:32:26.386	2024-10-17 16:32:36.410	19.8s	117ms	will-batch-queue	56.6%	0.0%	6 MB	10.5 MB	6 MB	10.5 MB	834 KB	186 B	274	13	0	0	1	0	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/50/733874bc976c63eb09648267686758	-	-
177	f6/dad839	c66e0273-7005-423a-9d32-72a53a97fd1e	RUN:PROFILE:TAXONOMY_RIBO:SUMMARIZE_DEDUP	-	RUN:PROFILE:TAXONOMY_RIBO:SUMMARIZE_DEDUP (1)	COMPLETED	0	-	wave.seqera.io/wt/263903d16055/eclipse/alpine_jdk8:latest	1	-	-	4 GB	1	2024-10-17 16:32:16.525	2024-10-17 16:32:26.385	2024-10-17 16:32:36.368	19.8s	1s	will-batch-queue	52.2%	0.0%	1.6 MB	10.6 MB	1.6 MB	14.5 MB	19.5 MB	14.7 MB	28475	35676	0	0	33956	4	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/f6/dad839bd8ef696f5f20917b7d1eb50	-	-
188	fd/356f79	86ab6803-c665-498f-aaab-bdeddfc4cd5f	RUN:HV:EXTRACT_UNCONC_READ_IDS	-	RUN:HV:EXTRACT_UNCONC_READ_IDS (3)	COMPLETED	0	-	wave.seqera.io/wt/7ef2c81edb75/securebio/nao-pypkg:latest	1	-	-	4 GB	1	2024-10-17 16:32:16.683	2024-10-17 16:32:26.396	2024-10-17 16:32:36.423	19.7s	347ms	will-batch-queue	87.2%	0.0%	6.2 MB	10.2 MB	6.2 MB	10.2 MB	10.9 MB	187 B	1562	13	0	0	1	0	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/fd/356f795d6f4fd544d3e1351176ca0e	-	-
191	18/fabbf0	28355ea3-bd4e-4f74-9129-a172b50fef91	RUN:HV:EXTRACT_UNCONC_READ_IDS	-	RUN:HV:EXTRACT_UNCONC_READ_IDS (4)	COMPLETED	0	-	wave.seqera.io/wt/7ef2c81edb75/securebio/nao-pypkg:latest	1	-	-	4 GB	1	2024-10-17 16:32:16.700	2024-10-17 16:32:26.408	2024-10-17 16:32:36.447	19.7s	107ms	will-batch-queue	64.0%	0.0%	6.1 MB	10.2 MB	6.1 MB	10.2 MB	2.3 MB	186 B	465	13	0	0	1	1	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/18/fabbf00f9a37eb8feb6361fb62aaa5	-	-
180	c8/7411b4	90913d27-b8e1-4343-9d70-97767afc39cb	RUN:PROFILE:TAXONOMY_NORIBO:SUMMARIZE_DEDUP	-	RUN:PROFILE:TAXONOMY_NORIBO:SUMMARIZE_DEDUP (2)	COMPLETED	0	-	wave.seqera.io/wt/263903d16055/eclipse/alpine_jdk8:latest	1	-	-	4 GB	1	2024-10-17 16:32:16.692	2024-10-17 16:32:26.406	2024-10-17 16:32:36.436	19.7s	0ms	will-batch-queue	43.6%	0.0%	648 KB	6 MB	648 KB	6 MB	1.3 MB	981.7 KB	1971	2265	0	0	5	0	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/c8/7411b401287e49491b586966cc4591	-	-
193	74/236568	8832c3ce-0581-4eba-aff4-9978ae21dcb9	RUN:PROFILE:TAXONOMY_NORIBO:SUMMARIZE_BBMERGE	-	RUN:PROFILE:TAXONOMY_NORIBO:SUMMARIZE_BBMERGE (11)	COMPLETED	0	-	wave.seqera.io/wt/263903d16055/eclipse/alpine_jdk8:latest	1	-	-	4 GB	1	2024-10-17 16:32:16.721	2024-10-17 16:32:26.409	2024-10-17 16:32:36.459	19.7s	1s	will-batch-queue	44.8%	0.0%	1.7 MB	10.5 MB	1.7 MB	14.5 MB	13.5 MB	7.5 MB	17499	31491	0	0	38900	1307	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/74/23656829702278c93040256d551672	-	-
189	1f/cb1058	31d01b40-89d1-47af-a368-5f23ededa33a	RUN:HV:PROCESS_BOWTIE2_SAM_PAIRED	-	RUN:HV:PROCESS_BOWTIE2_SAM_PAIRED (3)	COMPLETED	0	-	wave.seqera.io/wt/ee1f46c29c28/pandas/pandas:pip-all	1	-	-	4 GB	1	2024-10-17 16:32:16.731	2024-10-17 16:32:26.411	2024-10-17 16:32:36.489	19.8s	1.9s	will-batch-queue	159.2%	0.0%	111 MB	1.6 GB	115.9 MB	1.6 GB	25.1 MB	7 MB	2637	915	0	112 KB	630	19	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/1f/cb1058c7ce8660a2d457427dd64cb4	-	-
190	a2/ce6cf1	ea4a8954-ab5d-4b5e-a649-fb627fccac2b	RUN:HV:PROCESS_BOWTIE2_SAM_PAIRED	-	RUN:HV:PROCESS_BOWTIE2_SAM_PAIRED (4)	COMPLETED	0	-	wave.seqera.io/wt/ee1f46c29c28/pandas/pandas:pip-all	1	-	-	4 GB	1	2024-10-17 16:32:16.734	2024-10-17 16:32:26.418	2024-10-17 16:32:36.501	19.8s	965ms	will-batch-queue	221.3%	0.0%	3.2 MB	5.7 MB	3.2 MB	5.7 MB	16.5 MB	1.3 MB	1540	180	0	112 KB	5	1	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/a2/ce6cf109a8b143527699080444f400	-	-
120	9b/4bce6f	74ea10ec-2ef8-41f5-bff1-7c4e8f4102b6	RUN:PROFILE:TAXONOMY_NORIBO:JOIN_FASTQ	-	RUN:PROFILE:TAXONOMY_NORIBO:JOIN_FASTQ (2)	COMPLETED	0	-	wave.seqera.io/wt/7ef2c81edb75/securebio/nao-pypkg:latest	1	-	-	4 GB	1	2024-10-17 16:31:17.974	2024-10-17 16:32:16.162	2024-10-17 16:32:46.255	1m 28s	33s	will-batch-queue	106.3%	0.0%	42.4 MB	1.4 GB	44 MB	1.4 GB	37 MB	29.3 MB	18663	599	0	168 KB	930	597	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/9b/4bce6f956ebb390051e78cdfd18b1e	-	-
164	36/744b22	e8c67a32-f4ae-424c-9516-b3dbca14f782	RUN:PROFILE:TAXONOMY_NORIBO:JOIN_FASTQ	-	RUN:PROFILE:TAXONOMY_NORIBO:JOIN_FASTQ (9)	COMPLETED	0	-	wave.seqera.io/wt/7ef2c81edb75/securebio/nao-pypkg:latest	1	-	-	4 GB	1	2024-10-17 16:31:56.564	2024-10-17 16:32:36.283	2024-10-17 16:32:46.269	49.7s	9.2s	will-batch-queue	120.4%	0.0%	42.9 MB	2.7 GB	44.8 MB	2.7 GB	14.2 MB	8.2 MB	5695	182	0	168 KB	281	43	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/36/744b227d8f5695f3c1fff8ba3cd256	-	-
184	30/354b8b	bc6ef8f5-723f-4ac1-923b-250fbea12e15	RUN:HV:PROCESS_BOWTIE2_SAM_PAIRED	-	RUN:HV:PROCESS_BOWTIE2_SAM_PAIRED (2)	COMPLETED	0	-	wave.seqera.io/wt/ee1f46c29c28/pandas/pandas:pip-all	1	-	-	4 GB	1	2024-10-17 16:32:16.622	2024-10-17 16:32:36.410	2024-10-17 16:32:46.295	29.7s	838ms	will-batch-queue	811.0%	0.0%	3.1 MB	5.7 MB	3.1 MB	5.7 MB	15.1 MB	348.9 KB	1360	51	0	112 KB	5	0	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/30/354b8b44ad52c33e216ff90ddb8137	-	-
195	7c/b34942	16c51c43-3809-44c3-85f7-51d6415ec753	RUN:PROFILE:TAXONOMY_RIBO:SUMMARIZE_DEDUP	-	RUN:PROFILE:TAXONOMY_RIBO:SUMMARIZE_DEDUP (3)	COMPLETED	0	-	wave.seqera.io/wt/263903d16055/eclipse/alpine_jdk8:latest	1	-	-	4 GB	1	2024-10-17 16:32:26.463	2024-10-17 16:32:46.324	2024-10-17 16:32:46.345	19.9s	4s	will-batch-queue	48.7%	0.0%	1.7 MB	10.6 MB	1.7 MB	14.5 MB	52.5 MB	39.8 MB	76451	97660	0	0	141089	7	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/7c/b349422952452d071d26af08bf9b5d	-	-
168	67/b16ee1	1137b55a-0e18-48d0-b534-bd4b89690305	RUN:PROFILE:TAXONOMY_NORIBO:JOIN_FASTQ	-	RUN:PROFILE:TAXONOMY_NORIBO:JOIN_FASTQ (10)	COMPLETED	0	-	wave.seqera.io/wt/7ef2c81edb75/securebio/nao-pypkg:latest	1	-	-	4 GB	1	2024-10-17 16:31:56.672	2024-10-17 16:32:36.308	2024-10-17 16:32:46.282	49.6s	14.1s	will-batch-queue	111.3%	0.0%	43.4 MB	2.7 GB	44.8 MB	2.7 GB	19.3 MB	13 MB	7443	284	0	168 KB	365	50	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/67/b16ee17ed14e971edaba88c7aeaea4	-	-
186	4d/78ed32	91f1bf50-6790-43aa-9ba5-c4f28cc10486	RUN:PROFILE:TAXONOMY_RIBO:SUMMARIZE_BBMERGE	-	RUN:PROFILE:TAXONOMY_RIBO:SUMMARIZE_BBMERGE (11)	COMPLETED	0	-	wave.seqera.io/wt/263903d16055/eclipse/alpine_jdk8:latest	1	-	-	4 GB	1	2024-10-17 16:32:16.629	2024-10-17 16:32:26.390	2024-10-17 16:32:46.309	29.7s	9s	will-batch-queue	44.0%	0.0%	1.6 MB	10.5 MB	1.6 MB	14.5 MB	105.5 MB	58.1 MB	136444	237609	0	0	370453	338	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/4d/78ed3215e6758f70689c8ae7a8442f	-	-
200	c7/991a08	c06fe3d5-b6d4-4e6f-9bb5-1556f1294d7e	RUN:PROFILE:TAXONOMY_RIBO:SUMMARIZE_DEDUP	-	RUN:PROFILE:TAXONOMY_RIBO:SUMMARIZE_DEDUP (5)	COMPLETED	0	-	wave.seqera.io/wt/263903d16055/eclipse/alpine_jdk8:latest	1	-	-	4 GB	1	2024-10-17 16:32:26.548	2024-10-17 16:32:46.347	2024-10-17 16:32:46.366	19.8s	5s	will-batch-queue	50.6%	0.0%	1.7 MB	10.6 MB	1.7 MB	14.5 MB	70.1 MB	53.1 MB	103141	126422	0	0	202449	7	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/c7/991a089d8d54b529a0c2d019a946a1	-	-
187	dd/e35bb0	cea7ee8f-138b-49ff-9db6-958ca5defaff	RUN:HV:BOWTIE2_HV	-	RUN:HV:BOWTIE2_HV (9)	COMPLETED	0	-	wave.seqera.io/wt/ee9a73f166e2/staphb/bowtie2:2.5.3	16	-	-	32 GB	1	2024-10-17 16:32:16.738	2024-10-17 16:32:36.501	2024-10-17 16:32:46.324	29.6s	7.6s	will-batch-queue	349.8%	0.8%	2 GB	3.1 GB	2.1 GB	3.9 GB	1.9 GB	23.4 MB	59622	1919	0	0	3008	1817	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/dd/e35bb0b671e7a314a95a45078294d6	-	-
208	ec/351fcf	37cac835-1175-40d4-90b4-2855ab83bd48	RUN:HV:PROCESS_BOWTIE2_SAM_PAIRED	-	RUN:HV:PROCESS_BOWTIE2_SAM_PAIRED (6)	COMPLETED	0	-	wave.seqera.io/wt/ee1f46c29c28/pandas/pandas:pip-all	1	-	-	4 GB	1	2024-10-17 16:32:26.633	2024-10-17 16:32:46.370	2024-10-17 16:32:46.396	19.8s	2.1s	will-batch-queue	225.0%	0.0%	110.1 MB	1.6 GB	115.1 MB	1.6 GB	27.3 MB	8.6 MB	2920	1131	0	112 KB	2301	27	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/ec/351fcf2351996013b79bcfe6a9c46e	-	-
206	c8/ee80ce	af9b5c89-6214-4bbe-9ee3-9d106f117416	RUN:HV:EXTRACT_UNCONC_READ_IDS	-	RUN:HV:EXTRACT_UNCONC_READ_IDS (5)	COMPLETED	0	-	wave.seqera.io/wt/7ef2c81edb75/securebio/nao-pypkg:latest	1	-	-	4 GB	1	2024-10-17 16:32:26.649	2024-10-17 16:32:46.397	2024-10-17 16:32:46.412	19.8s	279ms	will-batch-queue	74.5%	0.0%	6.6 MB	10.5 MB	6.6 MB	10.5 MB	6.2 MB	187 B	967	13	0	0	1	0	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/c8/ee80ce8a451ef99d8dd7a6e3a4bdf5	-	-
202	ff/f09dae	a4ce7c6d-4f06-4496-90c3-d63049645215	RUN:PROFILE:TAXONOMY_RIBO:SUMMARIZE_DEDUP	-	RUN:PROFILE:TAXONOMY_RIBO:SUMMARIZE_DEDUP (6)	COMPLETED	0	-	wave.seqera.io/wt/263903d16055/eclipse/alpine_jdk8:latest	1	-	-	4 GB	1	2024-10-17 16:32:26.663	2024-10-17 16:32:46.412	2024-10-17 16:32:46.464	19.8s	5s	will-batch-queue	51.4%	0.0%	1.7 MB	10.6 MB	1.7 MB	14.5 MB	70.5 MB	53.4 MB	103320	128726	0	0	185217	824	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/ff/f09dae0f1b010d5fe0e513709bafe5	-	-
207	03/1e1abb	7322ce61-716a-47f8-b008-0ca717235646	RUN:HV:PROCESS_BOWTIE2_SAM_PAIRED	-	RUN:HV:PROCESS_BOWTIE2_SAM_PAIRED (5)	COMPLETED	0	-	wave.seqera.io/wt/ee1f46c29c28/pandas/pandas:pip-all	1	-	-	4 GB	1	2024-10-17 16:32:26.676	2024-10-17 16:32:46.464	2024-10-17 16:32:46.480	19.8s	1.4s	will-batch-queue	272.9%	0.0%	110.2 MB	1.6 GB	115.1 MB	1.6 GB	20.4 MB	3.9 MB	2042	516	0	112 KB	573	27	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/03/1e1abbe009c628dda73282fc1d6925	-	-
