task_id	hash	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	env	workdir	scratch	error_action
3	13/870a53	0866a6fd-ae56-4488-94e4-66330a55105f	RUN:CLEAN:FASTP	-	RUN:CLEAN:FASTP (2)	COMPLETED	0	-	wave.seqera.io/wt/ba458f13ed84/staphb/fastp:0.23.4	32	-	-	64 GB	1	2024-10-17 16:27:41.360	2024-10-17 16:28:56.177	2024-10-17 16:29:06.282	1m 25s	7.2s	will-batch-queue	378.5%	0.2%	575.3 MB	2 GB	575.3 MB	2 GB	68.7 MB	33.2 MB	174	822	0	0	219	15	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/13/870a5398b6f6489a6c7ee08cf27410	-	-
6	86/63185c	361e22e2-5b9d-4281-8a90-bb8912bbb862	RUN:CLEAN:FASTP	-	RUN:CLEAN:FASTP (3)	COMPLETED	0	-	wave.seqera.io/wt/ba458f13ed84/staphb/fastp:0.23.4	32	-	-	64 GB	1	2024-10-17 16:27:41.355	2024-10-17 16:28:56.174	2024-10-17 16:29:06.254	1m 25s	657ms	will-batch-queue	139.9%	0.0%	1.4 MB	4.3 MB	1.4 MB	4.3 MB	2.6 MB	1.2 MB	172	741	0	0	5	0	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/86/63185cf72ab25505d504da999eced2	-	-
5	fb/d447a2	5cfa8ac3-7b71-4a5a-a937-0cbaa4a543d8	RUN:RAW:QC:FASTQC	-	RUN:RAW:QC:FASTQC (3)	COMPLETED	0	-	wave.seqera.io/wt/c52ad56fe614/staphb/fastqc:0.12.1	2	-	-	4 GB	1	2024-10-17 16:27:41.383	2024-10-17 16:29:06.288	2024-10-17 16:29:06.304	1m 25s	2.3s	will-batch-queue	236.6%	0.1%	325.1 MB	4.3 GB	325.2 MB	11.9 GB	11.9 MB	4 MB	12058	13546	0	2.3 MB	10	1	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/fb/d447a27dbb8ddbbdb80201e1c0113b	-	-
11	10/22b1a0	15c0e913-32a6-4219-a585-bf0aa1e109bf	RUN:RAW:QC:FASTQC	-	RUN:RAW:QC:FASTQC (6)	COMPLETED	0	-	wave.seqera.io/wt/c52ad56fe614/staphb/fastqc:0.12.1	2	-	-	4 GB	1	2024-10-17 16:27:41.397	2024-10-17 16:29:06.326	2024-10-17 16:29:06.341	1m 25s	3.4s	will-batch-queue	196.4%	0.2%	494.2 MB	4.2 GB	494.3 MB	11.9 GB	20.7 MB	4 MB	30328	13552	0	2.3 MB	10	3	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/10/22b1a0c55ac43584cd1609d68ef4b4	-	-
7	d1/f9edc5	8fae24cb-ca53-4f9d-81e9-37af786ef977	RUN:RAW:QC:FASTQC	-	RUN:RAW:QC:FASTQC (4)	COMPLETED	0	-	wave.seqera.io/wt/c52ad56fe614/staphb/fastqc:0.12.1	2	-	-	4 GB	1	2024-10-17 16:27:41.385	2024-10-17 16:29:06.310	2024-10-17 16:29:06.325	1m 25s	3.8s	will-batch-queue	246.1%	0.3%	797.5 MB	4.3 GB	798.2 MB	11.9 GB	34.6 MB	4.3 MB	58659	14082	0	2.5 MB	10	3	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/d1/f9edc59b942b7f12de081f3e3f8243	-	-
4	89/5472a2	e89e5f66-9d98-4413-bfd7-59d7255f2187	RUN:RAW:QC:FASTQC	-	RUN:RAW:QC:FASTQC (2)	COMPLETED	0	-	wave.seqera.io/wt/c52ad56fe614/staphb/fastqc:0.12.1	2	-	-	4 GB	1	2024-10-17 16:27:41.403	2024-10-17 16:29:06.346	2024-10-17 16:29:16.263	1m 35s	4.3s	will-batch-queue	213.8%	0.3%	803.7 MB	4.3 GB	803.8 MB	11.9 GB	43.9 MB	4.3 MB	77686	13925	0	2.5 MB	10	1	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/89/5472a2c3a61cf676806ffa432c2ba9	-	-
8	1f/f759cc	9dcde1a1-c58c-49f8-992b-be3a48712d2f	RUN:RAW:QC:FASTQC	-	RUN:RAW:QC:FASTQC (5)	COMPLETED	0	-	wave.seqera.io/wt/c52ad56fe614/staphb/fastqc:0.12.1	2	-	-	4 GB	1	2024-10-17 16:27:41.321	2024-10-17 16:29:06.193	2024-10-17 16:29:16.248	1m 35s	4.9s	will-batch-queue	196.4%	0.3%	707.9 MB	4.4 GB	710 MB	11.9 GB	47 MB	4.3 MB	84130	14019	0	2.6 MB	11	1	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/1f/f759cc995becf251492d05224e354e	-	-
1	d8/03528d	7bb014f4-694a-4efa-ba75-0a1a6e61ae89	RUN:RAW:QC:FASTQC	-	RUN:RAW:QC:FASTQC (1)	COMPLETED	0	-	wave.seqera.io/wt/c52ad56fe614/staphb/fastqc:0.12.1	2	-	-	4 GB	1	2024-10-17 16:27:41.152	2024-10-17 16:29:06.191	2024-10-17 16:29:16.232	1m 35s	5.2s	will-batch-queue	169.7%	0.3%	685.9 MB	4.4 GB	685.9 MB	11.9 GB	35.2 MB	4.3 MB	59976	13965	0	2.6 MB	10	3	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/d8/03528db06fcd1ff54dada12c4d541f	-	-
10	85/efbcf5	949ce870-aa1a-42e2-bf7e-39cb6e561b82	RUN:CLEAN:FASTP	-	RUN:CLEAN:FASTP (5)	COMPLETED	0	-	wave.seqera.io/wt/ba458f13ed84/staphb/fastp:0.23.4	32	-	-	64 GB	1	2024-10-17 16:27:41.366	2024-10-17 16:28:56.178	2024-10-17 16:29:26.185	1m 45s	6.4s	will-batch-queue	468.0%	0.3%	639.1 MB	1.9 GB	639.1 MB	2 GB	67.8 MB	36.2 MB	174	840	0	0	867	15	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/85/efbcf5f7ee2975c86ce3687de09e36	-	-
20	a3/cb40e9	9f2e0f95-4c67-46ba-aaba-0906aa3eb190	RUN:CLEAN:FASTP	-	RUN:CLEAN:FASTP (9)	COMPLETED	0	-	wave.seqera.io/wt/ba458f13ed84/staphb/fastp:0.23.4	32	-	-	64 GB	1	2024-10-17 16:27:41.763	2024-10-17 16:29:36.161	2024-10-17 16:29:36.193	1m 54s	1.9s	will-batch-queue	242.3%	0.0%	40 MB	45.7 MB	40.2 MB	46 MB	7.6 MB	2.7 MB	168	744	0	0	68	0	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/a3/cb40e9655a195bd8fbf88b86d7d9c6	-	-
13	02/fb3d80	a01ec7d4-d83f-44d1-aa34-be8c10ff68f4	RUN:CLEAN:FASTP	-	RUN:CLEAN:FASTP (6)	COMPLETED	0	-	wave.seqera.io/wt/ba458f13ed84/staphb/fastp:0.23.4	32	-	-	64 GB	1	2024-10-17 16:27:41.929	2024-10-17 16:29:36.207	2024-10-17 16:29:36.250	1m 54s	4.2s	will-batch-queue	401.6%	0.1%	457.8 MB	1.6 GB	457.8 MB	1.8 GB	31.3 MB	10.1 MB	169	764	0	0	812	10	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/02/fb3d80288598474c8ef3d82387d7d2	-	-
2	46/308f94	91a93d9e-bfb9-47a4-bf29-d60740039f40	RUN:CLEAN:FASTP	-	RUN:CLEAN:FASTP (1)	COMPLETED	0	-	wave.seqera.io/wt/ba458f13ed84/staphb/fastp:0.23.4	32	-	-	64 GB	1	2024-10-17 16:27:41.397	2024-10-17 16:29:36.152	2024-10-17 16:29:46.206	2m 5s	8.2s	will-batch-queue	517.0%	0.3%	715.2 MB	2.1 GB	715.2 MB	2.1 GB	52 MB	24.6 MB	170	814	0	0	242	16	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/46/308f945fe5f5585a74103cfb1ed45f	-	-
17	3e/539142	fb599a31-be54-497c-b756-029f84bac2c2	RUN:CLEAN:FASTP	-	RUN:CLEAN:FASTP (8)	COMPLETED	0	-	wave.seqera.io/wt/ba458f13ed84/staphb/fastp:0.23.4	32	-	-	64 GB	1	2024-10-17 16:27:41.814	2024-10-17 16:29:36.203	2024-10-17 16:29:46.250	2m 4s	5.7s	will-batch-queue	311.1%	0.1%	440.8 MB	1.8 GB	440.8 MB	1.9 GB	27.7 MB	8.6 MB	169	764	0	0	206	10	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/3e/5391422ced9c30babc74a3e7126f13	-	-
23	d5/66c89e	a5b1813d-0700-4ac6-b1ce-41c6c5999836	RUN:CLEAN:FASTP	-	RUN:CLEAN:FASTP (10)	COMPLETED	0	-	wave.seqera.io/wt/ba458f13ed84/staphb/fastp:0.23.4	32	-	-	64 GB	1	2024-10-17 16:27:41.739	2024-10-17 16:29:36.160	2024-10-17 16:29:46.236	2m 4s	14.4s	will-batch-queue	601.3%	0.3%	856 MB	2.2 GB	856 MB	2.3 GB	105 MB	68.6 MB	183	902	0	0	274	17	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/d5/66c89edd08019e15844c6204bdddfd	-	-
9	4a/0a152f	926ed731-6833-488c-a35f-60dcd4a3d749	RUN:CLEAN:FASTP	-	RUN:CLEAN:FASTP (4)	COMPLETED	0	-	wave.seqera.io/wt/ba458f13ed84/staphb/fastp:0.23.4	32	-	-	64 GB	1	2024-10-17 16:27:41.406	2024-10-17 16:29:36.153	2024-10-17 16:29:46.222	2m 5s	8.8s	will-batch-queue	470.5%	0.3%	674.9 MB	2 GB	674.9 MB	2 GB	51.3 MB	23.8 MB	170	816	0	0	225	23	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/4a/0a152f3e46cb8459d2815020379fae	-	-
24	69/e3a62e	ac77cecf-c52f-4939-be05-b58a06534efe	RUN:CLEAN:FASTP	-	RUN:CLEAN:FASTP (11)	COMPLETED	0	-	wave.seqera.io/wt/ba458f13ed84/staphb/fastp:0.23.4	32	-	-	64 GB	1	2024-10-17 16:27:41.649	2024-10-17 16:29:36.157	2024-10-17 16:29:56.199	2m 15s	21.1s	will-batch-queue	1102.5%	0.5%	1.2 GB	2.4 GB	1.2 GB	2.4 GB	185.6 MB	155.2 MB	203	1242	0	0	243	13	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/69/e3a62e2e63cecfb4875c6a0d54acfb	-	-
16	1c/13678d	b60ea332-3c7a-4fa2-92d2-5b9cdb74d37d	RUN:CLEAN:FASTP	-	RUN:CLEAN:FASTP (7)	COMPLETED	0	-	wave.seqera.io/wt/ba458f13ed84/staphb/fastp:0.23.4	32	-	-	64 GB	1	2024-10-17 16:27:41.951	2024-10-17 16:29:36.252	2024-10-17 16:29:56.229	2m 14s	20.5s	will-batch-queue	1027.7%	0.4%	1.1 GB	2.4 GB	1.1 GB	2.4 GB	165.2 MB	131.9 MB	199	1158	0	0	261	100	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/1c/13678d7e29fb21e2e5eaa51e48d36e	-	-
49	c6/75b9b5	cfb5334a-edcf-4b2d-8104-ce1b3b9072f5	RUN:PROFILE:SUBSET_READS_PAIRED_TARGET	-	RUN:PROFILE:SUBSET_READS_PAIRED_TARGET (5)	COMPLETED	0	-	wave.seqera.io/wt/9450dd4d0dfe/staphb/seqtk:1.4	1	-	-	4 GB	1	2024-10-17 16:29:36.712	2024-10-17 16:29:46.253	2024-10-17 16:29:56.335	19.6s	413ms	will-batch-queue	89.2%	0.0%	1.4 MB	4.3 MB	1.4 MB	4.3 MB	72 MB	63.3 MB	3889	1842	0	0	5	0	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/c6/75b9b5f32e10f7b112ac0f584b1c1e	-	-
43	1f/b40438	fd033029-7d0b-4ec3-a033-bce839fd78f7	RUN:PROFILE:SUBSET_READS_PAIRED_TARGET	-	RUN:PROFILE:SUBSET_READS_PAIRED_TARGET (3)	COMPLETED	0	-	wave.seqera.io/wt/9450dd4d0dfe/staphb/seqtk:1.4	1	-	-	4 GB	1	2024-10-17 16:29:26.647	2024-10-17 16:29:46.251	2024-10-17 16:29:56.274	29.6s	1.3s	will-batch-queue	96.3%	0.0%	8.8 MB	18.6 MB	8.8 MB	18.6 MB	259.1 MB	227.8 MB	13172	6543	0	0	1774	0	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/1f/b40438d0ae90c7b85e4a7f3ba687bf	-	-
48	57/7a6058	0966d4f6-69b4-453c-82dc-bcff3c0d1dd7	RUN:PROFILE:SUBSET_READS_PAIRED_TARGET	-	RUN:PROFILE:SUBSET_READS_PAIRED_TARGET (4)	COMPLETED	0	-	wave.seqera.io/wt/9450dd4d0dfe/staphb/seqtk:1.4	1	-	-	4 GB	1	2024-10-17 16:29:36.784	2024-10-17 16:29:46.253	2024-10-17 16:29:56.368	19.6s	176ms	will-batch-queue	61.2%	0.0%	1.4 MB	4.3 MB	1.4 MB	4.3 MB	17.1 MB	15.1 MB	1154	459	0	0	5	1	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/57/7a60587e60109ef3986f87f00d5c5b	-	-
19	7f/346761	65c59b4c-8ff6-417e-a4a2-6ed5f5d7a6e2	RUN:RAW:QC:FASTQC	-	RUN:RAW:QC:FASTQC (11)	COMPLETED	0	-	wave.seqera.io/wt/c52ad56fe614/staphb/fastqc:0.12.1	2	-	-	4 GB	1	2024-10-17 16:27:41.799	2024-10-17 16:29:36.195	2024-10-17 16:30:06.256	2m 24s	29.5s	will-batch-queue	186.0%	0.4%	937 MB	4.2 GB	940.5 MB	11.9 GB	168.5 MB	3.7 MB	332987	13087	0	2.3 MB	10	5	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/7f/3467610b8a4e29b835785bb08a0b91	-	-
14	c6/606dbd	04d42535-5314-4273-a433-ede9c5c26c73	RUN:RAW:QC:FASTQC	-	RUN:RAW:QC:FASTQC (8)	COMPLETED	0	-	wave.seqera.io/wt/c52ad56fe614/staphb/fastqc:0.12.1	2	-	-	4 GB	1	2024-10-17 16:27:41.893	2024-10-17 16:29:36.205	2024-10-17 16:30:06.268	2m 24s	9.3s	will-batch-queue	227.2%	0.2%	514.2 MB	4.2 GB	518.6 MB	11.9 GB	19.3 MB	4 MB	27338	13518	0	2.4 MB	10	3	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/c6/606dbd502e53d3487103e08acdb263	-	-
15	d9/f534be	6a9ba91c-4b38-4dc8-a56a-b136801c278b	RUN:RAW:QC:FASTQC	-	RUN:RAW:QC:FASTQC (9)	COMPLETED	0	-	wave.seqera.io/wt/c52ad56fe614/staphb/fastqc:0.12.1	2	-	-	4 GB	1	2024-10-17 16:27:41.900	2024-10-17 16:29:36.206	2024-10-17 16:30:06.282	2m 24s	5.5s	will-batch-queue	256.3%	0.2%	411.5 MB	4.3 GB	414.2 MB	11.9 GB	13.2 MB	4 MB	14914	13537	0	2.4 MB	10	1	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/d9/f534be443c046eb597131717a6a218	-	-
12	18/0a1540	7b9e0183-b6fb-446c-8044-5c140c4ac24a	RUN:RAW:QC:FASTQC	-	RUN:RAW:QC:FASTQC (7)	COMPLETED	0	-	wave.seqera.io/wt/c52ad56fe614/staphb/fastqc:0.12.1	2	-	-	4 GB	1	2024-10-17 16:27:41.935	2024-10-17 16:29:36.250	2024-10-17 16:30:06.293	2m 24s	20.8s	will-batch-queue	227.0%	0.3%	775.9 MB	4.1 GB	775.9 MB	11.9 GB	144.1 MB	3.7 MB	283001	13105	0	2.2 MB	11	29	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/18/0a15408984c672d41c182e868deaad	-	-
18	4e/1a366f	0412d79f-2476-4516-b544-35e24ec64adb	RUN:RAW:QC:FASTQC	-	RUN:RAW:QC:FASTQC (10)	COMPLETED	0	-	wave.seqera.io/wt/c52ad56fe614/staphb/fastqc:0.12.1	2	-	-	4 GB	1	2024-10-17 16:27:41.940	2024-10-17 16:29:36.251	2024-10-17 16:30:06.306	2m 24s	15.1s	will-batch-queue	209.0%	0.3%	731 MB	4 GB	731 MB	11.9 GB	79.9 MB	3.7 MB	151394	13101	0	2.2 MB	10	4	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/4e/1a366ff86cba60d41ce6452d29cfe7	-	-
42	4c/441d7c	6b00a2e3-ef75-47f0-b14f-28873c0dc8e8	RUN:PROFILE:SUBSET_READS_PAIRED_TARGET	-	RUN:PROFILE:SUBSET_READS_PAIRED_TARGET (2)	COMPLETED	0	-	wave.seqera.io/wt/9450dd4d0dfe/staphb/seqtk:1.4	1	-	-	4 GB	1	2024-10-17 16:29:08.296	2024-10-17 16:29:36.256	2024-10-17 16:30:06.345	58s	170ms	will-batch-queue	47.6%	0.0%	1.5 MB	4.3 MB	1.5 MB	4.3 MB	5.2 MB	4.4 MB	539	148	0	0	8	0	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/4c/441d7cb571fd034bce5d4871ffe5aa	-	-
60	11/523ff3	38d1b2f6-442e-4d65-86b6-c7e707ec6ba6	RUN:PROFILE:SUBSET_READS_PAIRED_TARGET	-	RUN:PROFILE:SUBSET_READS_PAIRED_TARGET (8)	COMPLETED	0	-	wave.seqera.io/wt/9450dd4d0dfe/staphb/seqtk:1.4	1	-	-	4 GB	1	2024-10-17 16:29:46.723	2024-10-17 16:30:06.364	2024-10-17 16:30:06.389	19.7s	2.5s	will-batch-queue	95.0%	0.0%	8.7 MB	18.6 MB	8.7 MB	18.6 MB	419.3 MB	358.9 MB	20078	10065	0	0	4026	3	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/11/523ff3f1116af8655e4299c9692b8c	-	-
39	8d/8c3ad9	3a287e95-0c49-4443-9bce-6d1d49411735	RUN:CLEAN:QC:FASTQC	-	RUN:CLEAN:QC:FASTQC (2)	COMPLETED	0	-	wave.seqera.io/wt/c52ad56fe614/staphb/fastqc:0.12.1	2	-	-	4 GB	1	2024-10-17 16:29:06.896	2024-10-17 16:29:36.253	2024-10-17 16:30:06.318	59.4s	5.5s	will-batch-queue	252.0%	0.1%	330.5 MB	4.2 GB	330.5 MB	11.9 GB	11.7 MB	3.9 MB	11809	13375	0	2.3 MB	11	0	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/8d/8c3ad92ec62ec95af5909c4e1fc9c0	-	-
38	b0/713af5	e3ba0680-29dc-4ca5-8903-acac3c100205	RUN:CLEAN:QC:FASTQC	-	RUN:CLEAN:QC:FASTQC (1)	COMPLETED	0	-	wave.seqera.io/wt/c52ad56fe614/staphb/fastqc:0.12.1	2	-	-	4 GB	1	2024-10-17 16:29:07.058	2024-10-17 16:29:36.255	2024-10-17 16:30:06.330	59.3s	11.4s	will-batch-queue	225.9%	0.3%	817.5 MB	4.3 GB	822.4 MB	11.9 GB	42.3 MB	4.2 MB	74254	13804	0	2.4 MB	10	0	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/b0/713af5ebc9bc360fe35407aa31b52a	-	-
54	46/9b95a0	92d41e80-92a9-47b2-ad8d-e97821297ef1	RUN:PROFILE:SUBSET_READS_PAIRED_TARGET	-	RUN:PROFILE:SUBSET_READS_PAIRED_TARGET (6)	COMPLETED	0	-	wave.seqera.io/wt/9450dd4d0dfe/staphb/seqtk:1.4	1	-	-	4 GB	1	2024-10-17 16:29:46.746	2024-10-17 16:30:06.401	2024-10-17 16:30:06.413	19.7s	1s	will-batch-queue	98.2%	0.0%	1.4 MB	4.3 MB	1.4 MB	4.3 MB	190.8 MB	169.8 MB	10000	4933	0	0	5	0	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/46/9b95a04056308fb909a0e1b8b1a96b	-	-
47	02/66e0ef	415e2b32-0826-47c1-92e6-abd73e2aaf00	RUN:CLEAN:QC:FASTQC	-	RUN:CLEAN:QC:FASTQC (4)	COMPLETED	0	-	wave.seqera.io/wt/c52ad56fe614/staphb/fastqc:0.12.1	2	-	-	4 GB	1	2024-10-17 16:29:36.620	2024-10-17 16:29:56.278	2024-10-17 16:30:06.361	29.7s	3.3s	will-batch-queue	313.7%	0.1%	323.2 MB	4.2 GB	327.6 MB	11.9 GB	13 MB	3.9 MB	14504	13434	0	2.3 MB	10	0	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/02/66e0ef991682683033824dfce18780	-	-
44	b4/77ba87	bffbe1bd-b1e8-42a3-af9c-df03161646f2	RUN:CLEAN:QC:FASTQC	-	RUN:CLEAN:QC:FASTQC (3)	COMPLETED	0	-	wave.seqera.io/wt/c52ad56fe614/staphb/fastqc:0.12.1	2	-	-	4 GB	1	2024-10-17 16:29:26.606	2024-10-17 16:30:06.346	2024-10-17 16:30:16.223	49.6s	7.4s	will-batch-queue	267.5%	0.3%	783 MB	4.2 GB	783.2 MB	11.9 GB	44 MB	4.1 MB	78083	13808	0	2.4 MB	10	3	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/b4/77ba87175b873f27730845e351c4f0	-	-
37	ba/eed2a7	45583452-93f2-4e61-9740-7880effa1751	RUN:PROFILE:SUBSET_READS_PAIRED_TARGET	-	RUN:PROFILE:SUBSET_READS_PAIRED_TARGET (1)	COMPLETED	0	-	wave.seqera.io/wt/9450dd4d0dfe/staphb/seqtk:1.4	1	-	-	4 GB	1	2024-10-17 16:29:08.276	2024-10-17 16:29:36.255	2024-10-17 16:30:16.210	1m 8s	3.4s	will-batch-queue	50.4%	0.0%	6.3 MB	18.5 MB	6.3 MB	18.5 MB	221.9 MB	191.8 MB	10971	5434	0	0	19	15	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/ba/eed2a748fdfeea75eb7aa034aed04f	-	-
50	3c/d85a42	1271fd0e-ce2a-4518-9cf9-afe0fb586427	RUN:CLEAN:QC:FASTQC	-	RUN:CLEAN:QC:FASTQC (5)	COMPLETED	0	-	wave.seqera.io/wt/c52ad56fe614/staphb/fastqc:0.12.1	2	-	-	4 GB	1	2024-10-17 16:29:36.701	2024-10-17 16:29:56.280	2024-10-17 16:30:16.259	39.6s	5.3s	will-batch-queue	237.7%	0.2%	500.4 MB	4.4 GB	512.3 MB	11.9 GB	19.9 MB	3.9 MB	28667	13480	0	2.3 MB	10	2	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/3c/d85a42400d21e6e04aaeb76bd6b875	-	-
59	3e/18cd33	39d738b6-2eb2-4b4b-8c4f-801bc9b07102	RUN:PROFILE:SUBSET_READS_PAIRED_TARGET	-	RUN:PROFILE:SUBSET_READS_PAIRED_TARGET (7)	COMPLETED	0	-	wave.seqera.io/wt/9450dd4d0dfe/staphb/seqtk:1.4	1	-	-	4 GB	1	2024-10-17 16:29:46.698	2024-10-17 16:30:06.362	2024-10-17 16:30:16.345	29.6s	1s	will-batch-queue	95.9%	0.0%	1.5 MB	4.3 MB	1.5 MB	4.3 MB	188.4 MB	168.5 MB	9984	4921	0	0	5	0	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/3e/18cd33093f85846ff5d58a41c40bff	-	-
62	96/380677	41793f16-34cd-402d-a031-e70f3a2fc9a0	RUN:PROFILE:SUBSET_READS_PAIRED_TARGET	-	RUN:PROFILE:SUBSET_READS_PAIRED_TARGET (9)	COMPLETED	0	-	wave.seqera.io/wt/9450dd4d0dfe/staphb/seqtk:1.4	1	-	-	4 GB	1	2024-10-17 16:29:46.799	2024-10-17 16:30:06.414	2024-10-17 16:30:16.374	29.6s	413ms	will-batch-queue	86.2%	0.0%	1.5 MB	4.3 MB	1.5 MB	4.3 MB	67.6 MB	60.8 MB	3800	1793	0	0	5	0	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/96/380677e3b7ebc0273ea0d857ad7895	-	-
61	0e/d18903	948a48c2-56e0-4bac-b576-587cd86b998d	RUN:CLEAN:QC:FASTQC	-	RUN:CLEAN:QC:FASTQC (9)	COMPLETED	0	-	wave.seqera.io/wt/c52ad56fe614/staphb/fastqc:0.12.1	2	-	-	4 GB	1	2024-10-17 16:29:46.755	2024-10-17 16:30:06.413	2024-10-17 16:30:16.361	29.6s	4.3s	will-batch-queue	295.7%	0.2%	575 MB	4.1 GB	575.1 MB	11.9 GB	18.4 MB	3.9 MB	25533	13315	0	2.3 MB	10	2	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/0e/d18903d5dc90185c99bc8e1206c077	-	-
55	3b/237628	e7aa1f49-d365-4e39-96c5-1614c48cdbe6	RUN:CLEAN:QC:FASTQC	-	RUN:CLEAN:QC:FASTQC (7)	COMPLETED	0	-	wave.seqera.io/wt/c52ad56fe614/staphb/fastqc:0.12.1	2	-	-	4 GB	1	2024-10-17 16:29:46.635	2024-10-17 16:30:06.362	2024-10-17 16:30:16.329	29.7s	6.3s	will-batch-queue	250.0%	0.3%	782.5 MB	4.3 GB	788.4 MB	11.9 GB	32.4 MB	4.2 MB	54273	13804	0	2.6 MB	10	2	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/3b/237628229b89df9d838cc75d553356	-	-
45	2d/243c92	a8ddd131-3bd3-47c6-b3f4-6a0fb82cf9c3	RUN:HV:BBDUK_HITS	-	RUN:HV:BBDUK_HITS (3)	COMPLETED	0	-	wave.seqera.io/wt/8cd9c1606c9d/staphb/bbtools:39.01	16	-	-	32 GB	1	2024-10-17 16:29:26.648	2024-10-17 16:29:46.252	2024-10-17 16:30:26.170	59.5s	46.2s	will-batch-queue	764.0%	1.9%	4.7 GB	38.8 GB	4.7 GB	38.9 GB	889.9 MB	424 MB	53742	14111	0	416 KB	21	1	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/2d/243c92f53069e8aadec704b28ba963	-	-
57	e4/6f536c	d6aff5bf-b146-4893-9801-c3661322c7c7	RUN:CLEAN:QC:FASTQC	-	RUN:CLEAN:QC:FASTQC (8)	COMPLETED	0	-	wave.seqera.io/wt/c52ad56fe614/staphb/fastqc:0.12.1	2	-	-	4 GB	1	2024-10-17 16:29:46.709	2024-10-17 16:30:16.346	2024-10-17 16:30:26.205	39.5s	9.4s	will-batch-queue	240.6%	0.3%	810.4 MB	4.2 GB	810.5 MB	11.9 GB	72.7 MB	3.6 MB	136704	12979	0	2.1 MB	10	1	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/e4/6f536cd5801af0d7db87de93b7a355	-	-
66	b1/7ab674	c48ee7c1-f1f2-4a26-b0a2-e5b8f72116ac	RUN:CLEAN:QC:FASTQC	-	RUN:CLEAN:QC:FASTQC (10)	COMPLETED	0	-	wave.seqera.io/wt/c52ad56fe614/staphb/fastqc:0.12.1	2	-	-	4 GB	1	2024-10-17 16:29:56.588	2024-10-17 16:30:06.415	2024-10-17 16:30:26.232	29.6s	16.3s	will-batch-queue	199.3%	0.3%	877.8 MB	4.3 GB	877.8 MB	11.9 GB	145.2 MB	3.6 MB	285220	12991	0	2.1 MB	10	1	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/b1/7ab674ce6ee6b4eda49c647f53c155	-	-
53	9c/9db71e	f0aad167-6953-4b2f-88bb-4ee26821b797	RUN:CLEAN:QC:FASTQC	-	RUN:CLEAN:QC:FASTQC (6)	COMPLETED	0	-	wave.seqera.io/wt/c52ad56fe614/staphb/fastqc:0.12.1	2	-	-	4 GB	1	2024-10-17 16:29:46.721	2024-10-17 16:30:06.363	2024-10-17 16:30:26.219	39.5s	6.3s	will-batch-queue	258.8%	0.3%	727.7 MB	4.3 GB	734.5 MB	11.9 GB	33.7 MB	4.2 MB	56725	13784	16 KB	2.6 MB	10	0	-	s3://nao-mgs-wb/CC-PRJNA661613-3/work/9c/9db71edb0b28df65e956fcf5a85d83	-	-
